epoch_index,timestamp_start,timestamp_end,event_type,RR_mean,RR_std,amplitude,motion_score_mean,HR_mean
77,1170.4,1200.0,Normal,0.7666,0.3684,1.1872,0.3692,64.25
78,1185.6,1215.2,Normal,0.7625,0.3698,1.2043,0.3677,63.03
79,1200.8,1230.4,Normal,0.7611,0.3695,1.2099,0.3667,61.54
80,1216.0,1245.6,Normal,0.7614,0.3742,1.2241,0.3697,59.95
81,1231.2,1260.8,Normal,0.7611,0.371,1.2217,0.3648,58.96
82,1246.4,1276.0,Normal,0.7617,0.3669,1.1968,0.3625,58.5
83,1261.6,1291.2,Normal,0.756,0.3708,1.211,0.3641,58.69
84,1276.8,1306.4,Normal,0.7613,0.3694,1.2107,0.3503,59.53
85,1292.0,1321.6,Normal,0.766,0.3682,1.2188,0.3558,60.73
86,1307.2,1336.8,Normal,0.7629,0.3733,1.2248,0.3664,62.18
87,1322.4,1352.0,Normal,0.767,0.3689,1.2156,0.3652,63.66
88,1337.6,1367.2,Normal,0.7695,0.3668,1.2164,0.3626,64.69
89,1352.8,1382.4,Normal,0.7667,0.3697,1.206,0.365,65.32
90,1368.0,1397.6,Normal,0.7647,0.3676,1.1958,0.3726,65.31
91,1383.2,1412.8,Normal,0.7624,0.3664,1.2043,0.3711,64.8
92,1398.4,1428.0,Normal,0.761,0.3717,1.2192,0.3654,63.68
93,1413.6,1443.2,Normal,0.7649,0.3685,1.2192,0.371,62.17
94,1428.8,1458.4,Normal,0.7629,0.3657,1.1966,0.379,60.75
95,1444.0,1473.6,Normal,0.7597,0.3694,1.2133,0.3696,59.37
96,1459.2,1488.8,Normal,0.7625,0.3694,1.227,0.3617,58.55
97,1474.4,1504.0,Normal,0.7652,0.3732,1.2248,0.3635,58.64
98,1489.6,1519.2,Normal,0.7672,0.3712,1.2065,0.366,59.06
99,1504.8,1534.4,Normal,0.7653,0.3699,1.2054,0.3615,60.07
100,1520.0,1549.6,Normal,0.7604,0.3727,1.2054,0.3598,61.47
101,1535.2,1564.8,Normal,0.7596,0.3681,1.1999,0.37,62.91
102,1550.4,1580.0,Normal,0.7664,0.3682,1.1945,0.3698,64.3
103,1565.6,1595.2,Normal,0.769,0.3684,1.203,0.3668,65.2
104,1580.8,1610.4,Normal,0.7619,0.3692,1.2027,0.3702,65.56
105,1596.0,1625.6,Normal,0.7612,0.368,1.2046,0.3723,65.26
106,1611.2,1640.8,Normal,0.7615,0.3695,1.209,0.3765,64.2
107,1626.4,1656.0,Normal,0.7646,0.37,1.2025,0.3702,62.73
108,1641.6,1671.2,Normal,0.7672,0.3714,1.2114,0.3672,61.25
109,1656.8,1686.4,Normal,0.7626,0.3727,1.2114,0.3722,60.03
110,1672.0,1701.6,Normal,0.7616,0.3687,1.202,0.3677,59.14
111,1687.2,1716.8,Normal,0.7629,0.3703,1.2031,0.3695,58.64
112,1702.4,1732.0,Normal,0.7602,0.3741,1.2085,0.3705,58.68
113,1717.6,1747.2,Normal,0.7633,0.3703,1.2097,0.3662,59.34
114,1732.8,1762.4,Normal,0.7643,0.3711,1.2148,0.3578,60.73
115,1748.0,1777.6,Normal,0.7673,0.3704,1.2114,0.3585,62.26
116,1763.2,1792.8,Normal,0.7667,0.3688,1.1873,0.364,63.74
117,1778.4,1808.0,Normal,0.7631,0.3687,1.1873,0.3792,64.92
118,1793.6,1823.2,Normal,0.7665,0.3748,1.1926,0.375,65.41
119,1808.8,1838.4,Normal,0.7714,0.3713,1.2005,0.3627,65.33
120,1824.0,1853.6,Normal,0.7668,0.3692,1.214,0.3646,64.77
121,1839.2,1868.8,Normal,0.7603,0.3748,1.2188,0.3641,63.59
122,1854.4,1884.0,Normal,0.7606,0.3706,1.2201,0.3619,62.13
123,1869.6,1899.2,Normal,0.7602,0.3702,1.2202,0.3658,60.74
124,1884.8,1914.4,Normal,0.7595,0.3695,1.2134,0.3638,59.37
125,1900.0,1929.6,Normal,0.7608,0.3685,1.2117,0.3614,58.57
126,1915.2,1944.8,Normal,0.7627,0.3751,1.2019,0.3725,58.58
127,1930.4,1960.0,Normal,0.7672,0.3708,1.1951,0.3749,59.13
128,1945.6,1975.2,Normal,0.7668,0.3677,1.2094,0.3716,60.13
129,1960.8,1990.4,Normal,0.7644,0.3704,1.2094,0.3729,61.56
130,1976.0,2005.6,Normal,0.7677,0.369,1.2157,0.3729,63.1
131,1991.2,2020.8,Normal,0.7675,0.3721,1.2157,0.3629,64.37
132,2006.4,2036.0,Normal,0.7643,0.3724,1.2111,0.3627,65.14
133,2021.6,2051.2,Normal,0.765,0.3708,1.2025,0.3627,65.4
134,2036.8,2066.4,Normal,0.769,0.3658,1.1992,0.3639,65.07
135,2052.0,2081.6,Normal,0.766,0.3698,1.2214,0.3682,64.25
136,2067.2,2096.8,Normal,0.7651,0.3676,1.215,0.3588,62.92
137,2082.4,2112.0,Normal,0.7621,0.3657,1.2172,0.3551,61.24
138,2097.6,2127.2,Normal,0.764,0.3706,1.2218,0.3631,59.9
139,2112.8,2142.4,Normal,0.7645,0.3677,1.2098,0.3685,59.0
140,2128.0,2157.6,Normal,0.7608,0.3707,1.2041,0.3753,58.4
141,2143.2,2172.8,Normal,0.7638,0.3721,1.2143,0.372,58.64
142,2158.4,2188.0,Normal,0.7638,0.3692,1.2143,0.3609,59.63
143,2173.6,2203.2,Normal,0.7611,0.3733,1.2156,0.3638,60.91
144,2188.8,2218.4,Normal,0.7673,0.3701,1.216,0.3697,62.34
145,2204.0,2233.6,Normal,0.7703,0.3665,1.2207,0.3672,63.8
146,2219.2,2248.8,Normal,0.7675,0.3664,1.2166,0.3544,64.99
147,2234.4,2264.0,Normal,0.7626,0.3712,1.2092,0.362,65.46
148,2249.6,2279.2,Normal,0.7638,0.3689,1.2124,0.3613,65.38
149,2264.8,2294.4,Normal,0.7621,0.371,1.2124,0.3688,64.69
150,2280.0,2309.6,Normal,0.7619,0.3714,1.2021,0.3647,63.44
151,2295.2,2324.8,Normal,0.7655,0.3704,1.2144,0.3519,62.06
152,2310.4,2340.0,Normal,0.7631,0.375,1.2078,0.3588,60.55
153,2325.6,2355.2,Normal,0.7678,0.3698,1.1955,0.363,59.36
154,2340.8,2370.4,Normal,0.7683,0.367,1.2063,0.3646,58.7
155,2356.0,2385.6,Normal,0.765,0.3734,1.2253,0.3696,58.62
156,2371.2,2400.8,Normal,0.7653,0.3725,1.2257,0.369,59.15
157,2386.4,2416.0,Normal,0.7645,0.3694,1.2164,0.359,60.14
158,2401.6,2431.2,Normal,0.7652,0.3656,1.1986,0.3603,61.7
159,2416.8,2446.4,Normal,0.7669,0.3673,1.202,0.362,63.21
160,2432.0,2461.6,Normal,0.7688,0.3686,1.2028,0.3687,64.43
161,2447.2,2476.8,Normal,0.7633,0.3688,1.2044,0.3633,65.32
162,2462.4,2492.0,Normal,0.7618,0.3659,1.2219,0.3713,65.42
163,2477.6,2507.2,Normal,0.764,0.3688,1.2055,0.3761,65.01
164,2492.8,2522.4,Normal,0.7613,0.3705,1.1939,0.372,64.12
165,2508.0,2537.6,Normal,0.7614,0.3673,1.1891,0.3642,62.74
166,2523.2,2552.8,Normal,0.7627,0.3713,1.1942,0.36,61.34
167,2538.4,2568.0,Normal,0.7614,0.3713,1.1928,0.3681,59.94
168,2553.6,2583.2,Normal,0.7624,0.3712,1.202,0.3788,58.88
169,2568.8,2598.4,Normal,0.7648,0.3725,1.2134,0.3784,58.53
170,2584.0,2613.6,Normal,0.7678,0.3666,1.2037,0.3693,58.8
171,2599.2,2628.8,Normal,0.7679,0.3681,1.2204,0.3647,59.68
172,2614.4,2644.0,Normal,0.7644,0.3732,1.2204,0.3664,61.0
173,2629.6,2659.2,Normal,0.764,0.3692,1.2153,0.3745,62.42
174,2644.8,2674.4,Normal,0.7648,0.3697,1.2153,0.3624,63.85
175,2660.0,2689.6,Motion,0.7638,0.3724,1.1923,0.3664,65.03
176,2675.2,2704.8,Motion,0.7657,0.3718,1.2101,0.3851,66.56
177,2690.4,2720.0,Motion,0.763,0.37,1.2101,0.4341,69.37
178,2705.6,2735.2,Motion,0.7594,0.3703,1.2018,0.4875,70.64
179,2720.8,2750.4,Motion,0.7636,0.3685,1.2024,0.4677,69.61
180,2736.0,2765.6,Motion,0.766,0.3683,1.2041,0.42,68.06
181,2751.2,2780.8,Motion,0.7633,0.3704,1.2095,0.4008,66.47
182,2766.4,2796.0,Motion,0.7617,0.3709,1.208,0.4485,65.22
183,2781.6,2811.2,Motion,0.761,0.3731,1.208,0.4684,64.69
184,2796.8,2826.4,Motion,0.7615,0.3731,1.2115,0.4433,64.59
185,2812.0,2841.6,Motion,0.766,0.3744,1.2161,0.4392,65.11
186,2827.2,2856.8,Motion,0.7663,0.3758,1.2183,0.4245,66.29
187,2842.4,2872.0,Motion,0.7646,0.3711,1.2237,0.3897,67.79
188,2857.6,2887.2,Motion,0.7693,0.3698,1.2231,0.4248,69.19
189,2872.8,2902.4,Motion,0.7688,0.3671,1.1803,0.4657,70.39
190,2888.0,2917.6,Motion,0.7644,0.3724,1.1985,0.4315,71.29
191,2903.2,2932.8,Motion,0.7643,0.3723,1.2127,0.4073,71.55
192,2918.4,2948.0,Motion,0.7622,0.3704,1.2178,0.4356,71.21
193,2933.6,2963.2,Motion,0.7635,0.3709,1.2191,0.4751,70.14
194,2948.8,2978.4,Motion,0.7645,0.371,1.2258,0.4733,68.64
195,2964.0,2993.6,Motion,0.7618,0.3738,1.2245,0.4372,67.15
196,2979.2,3008.8,Motion,0.7613,0.3705,1.2164,0.43,65.86
197,2994.4,3024.0,Motion,0.7647,0.3693,1.203,0.4455,65.06
198,3009.6,3039.2,Motion,0.7653,0.3714,1.2167,0.4447,64.63
199,3024.8,3054.4,Motion,0.7642,0.3697,1.2151,0.4088,64.77
200,3040.0,3069.6,Motion,0.765,0.3722,1.2187,0.3855,65.67
201,3055.2,3084.8,Motion,0.7653,0.3709,1.2128,0.395,67.06
202,3070.4,3100.0,Motion,0.7667,0.3704,1.2224,0.3955,68.59
203,3085.6,3115.2,Motion,0.7671,0.3708,1.2224,0.4089,69.89
204,3100.8,3130.4,Motion,0.7639,0.37,1.2196,0.4407,70.95
205,3116.0,3145.6,Motion,0.7642,0.3677,1.2028,0.4559,71.53
206,3131.2,3160.8,Motion,0.765,0.3694,1.2116,0.4254,71.29
207,3146.4,3176.0,Motion,0.7623,0.372,1.2206,0.4103,70.58
208,3161.6,3191.2,Motion,0.7611,0.3699,1.2005,0.4319,69.43
209,3176.8,3206.4,Motion,0.7614,0.3713,1.2169,0.4295,67.87
210,3192.0,3221.6,Motion,0.7641,0.3696,1.2071,0.4246,66.48
211,3207.2,3236.8,Motion,0.763,0.3677,1.1957,0.4252,65.41
212,3222.4,3252.0,Motion,0.7602,0.3724,1.2099,0.4321,64.66
213,3237.6,3267.2,Motion,0.7611,0.3674,1.2167,0.4448,64.64
214,3252.8,3282.4,Motion,0.7633,0.3674,1.2129,0.4386,65.19
215,3268.0,3297.6,Motion,0.7631,0.3695,1.2035,0.438,66.31
216,3283.2,3312.8,Motion,0.7648,0.367,1.2093,0.4543,67.86
217,3298.4,3328.0,Motion,0.7657,0.3713,1.2282,0.4064,69.28
218,3313.6,3343.2,Motion,0.7643,0.3744,1.2282,0.3858,70.56
219,3328.8,3358.4,Motion,0.7654,0.374,1.2105,0.4128,71.3
220,3344.0,3373.6,Motion,0.7652,0.3717,1.2144,0.4422,71.54
221,3359.2,3388.8,Motion,0.7616,0.3725,1.2082,0.4521,71.09
222,3374.4,3404.0,Motion,0.7622,0.3717,1.204,0.4224,70.06
223,3389.6,3419.2,Motion,0.7605,0.3722,1.2035,0.4109,68.71
224,3404.8,3434.4,Motion,0.7571,0.3726,1.2061,0.4168,67.12
225,3420.0,3449.6,Motion,0.7629,0.3716,1.2049,0.4172,65.79
226,3435.2,3464.8,Motion,0.7642,0.3695,1.2125,0.4095,64.79
227,3450.4,3480.0,Motion,0.7617,0.3678,1.2181,0.42,64.43
228,3465.6,3495.2,Motion,0.7638,0.3695,1.2084,0.4531,64.81
229,3480.8,3510.4,Motion,0.7638,0.3708,1.1984,0.4425,65.68
230,3496.0,3525.6,Motion,0.7644,0.3679,1.1944,0.4293,67.07
231,3511.2,3540.8,Motion,0.7653,0.3655,1.2179,0.4354,68.71
232,3526.4,3556.0,Motion,0.7639,0.3669,1.193,0.4206,69.98
233,3541.6,3571.2,Motion,0.7628,0.3719,1.1891,0.4102,70.94
234,3556.8,3586.4,Motion,0.7648,0.3697,1.1915,0.4259,71.57
235,3572.0,3601.6,Motion,0.7636,0.3697,1.1915,0.444,71.06
236,3587.2,3616.8,Motion,0.7637,0.3681,1.1972,0.4061,67.09
237,3602.4,3632.0,Motion,0.7634,0.3678,1.2023,0.368,63.14
238,3617.6,3647.2,Normal,0.7616,0.3686,1.2119,0.3615,61.69
239,3632.8,3662.4,Normal,0.7602,0.3651,1.2119,0.3637,60.37
240,3648.0,3677.6,Normal,0.7602,0.3676,1.19,0.36,59.27
241,3663.2,3692.8,Normal,0.761,0.3704,1.1911,0.3629,58.58
242,3678.4,3708.0,Normal,0.7625,0.3694,1.2085,0.3711,58.59
243,3693.6,3723.2,Normal,0.7665,0.3713,1.215,0.3643,59.33
244,3708.8,3738.4,Normal,0.768,0.3705,1.217,0.359,60.45
245,3724.0,3753.6,Normal,0.7643,0.3675,1.2208,0.3564,61.88
246,3739.2,3768.8,Normal,0.7658,0.3678,1.2094,0.3574,63.29
247,3754.4,3784.0,Normal,0.765,0.3725,1.2094,0.356,64.52
248,3769.6,3799.2,Normal,0.765,0.3706,1.1998,0.3623,65.3
249,3784.8,3814.4,Normal,0.7649,0.3719,1.2079,0.3694,65.4
250,3800.0,3829.6,Normal,0.7617,0.3725,1.2156,0.3711,64.86
251,3815.2,3844.8,Normal,0.76,0.3676,1.2156,0.3701,63.8
252,3830.4,3860.0,Normal,0.761,0.3694,1.2075,0.3709,62.51
253,3845.6,3875.2,Normal,0.7637,0.3708,1.2132,0.3614,61.08
254,3860.8,3890.4,Normal,0.7625,0.3724,1.2132,0.3587,59.71
255,3876.0,3905.6,Normal,0.7608,0.3732,1.207,0.3769,58.85
256,3891.2,3920.8,Normal,0.7614,0.3677,1.1773,0.3726,58.67
257,3906.4,3936.0,Normal,0.7628,0.3685,1.1946,0.3621,58.92
258,3921.6,3951.2,Normal,0.7627,0.3698,1.1946,0.3668,59.85
259,3936.8,3966.4,Normal,0.763,0.3686,1.1975,0.3708,61.24
260,3952.0,3981.6,Normal,0.7646,0.3691,1.2246,0.3689,62.66
261,3967.2,3996.8,Normal,0.7635,0.3718,1.2246,0.3744,64.03
262,3982.4,4012.0,Normal,0.7645,0.3725,1.2216,0.3704,64.95
263,3997.6,4027.2,Normal,0.766,0.3703,1.2128,0.3676,65.46
264,4012.8,4042.4,Normal,0.7622,0.3744,1.2036,0.3707,65.37
265,4028.0,4057.6,Normal,0.763,0.3702,1.2048,0.3772,64.6
266,4043.2,4072.8,Normal,0.7637,0.3665,1.2054,0.3738,63.29
267,4058.4,4088.0,Normal,0.7599,0.3722,1.2054,0.3644,61.72
268,4073.6,4103.2,Normal,0.7609,0.3711,1.1893,0.3642,60.29
269,4088.8,4118.4,Normal,0.7599,0.369,1.1893,0.3733,59.31
270,4104.0,4133.6,Normal,0.7603,0.3692,1.2149,0.372,58.62
271,4119.2,4148.8,Normal,0.7651,0.3727,1.2235,0.3681,58.54
272,4134.4,4164.0,Normal,0.765,0.373,1.2184,0.3724,59.34
273,4149.6,4179.2,Normal,0.7666,0.3679,1.198,0.3686,60.58
274,4164.8,4194.4,Normal,0.7676,0.3694,1.2157,0.3644,61.97
275,4180.0,4209.6,Normal,0.7671,0.3692,1.224,0.3619,63.42
276,4195.2,4224.8,Normal,0.7645,0.3719,1.216,0.364,64.72
277,4210.4,4240.0,Normal,0.765,0.3684,1.2035,0.3707,65.48
278,4225.6,4255.2,Normal,0.7608,0.3689,1.21,0.3723,65.48
279,4240.8,4270.4,Normal,0.7627,0.3697,1.2223,0.3686,64.92
280,4256.0,4285.6,Normal,0.7627,0.3697,1.2223,0.366,63.78
281,4271.2,4300.8,Normal,0.7608,0.3714,1.2063,0.3652,62.35
282,4286.4,4316.0,Motion,0.7636,0.3666,1.2184,0.3654,60.87
283,4301.6,4331.2,Motion,0.7626,0.3674,1.2133,0.47,68.16
284,4316.8,4346.4,Motion,0.7626,0.3712,1.2133,0.5673,78.41
285,4332.0,4361.6,Motion,0.7634,0.3665,1.1827,0.5585,80.38
286,4347.2,4376.8,Motion,0.763,0.3695,1.2161,0.5692,80.88
287,4362.4,4392.0,Motion,0.7634,0.3729,1.2161,0.5567,81.92
288,4377.6,4407.2,Motion,0.7627,0.3685,1.2143,0.5373,83.3
289,4392.8,4422.4,Motion,0.764,0.3659,1.2148,0.5524,84.74
290,4408.0,4437.6,Motion,0.7634,0.3697,1.1896,0.5555,86.19
291,4423.2,4452.8,Motion,0.7657,0.3688,1.1976,0.5484,87.23
292,4438.4,4468.0,Motion,0.7652,0.3709,1.2099,0.5891,87.46
293,4453.6,4483.2,Motion,0.7613,0.3752,1.2114,0.5817,87.09
294,4468.8,4498.4,Motion,0.7598,0.372,1.2129,0.5606,86.32
295,4484.0,4513.6,Motion,0.7572,0.368,1.2003,0.5468,85.14
296,4499.2,4528.8,Motion,0.7578,0.3685,1.1897,0.5397,83.67
297,4514.4,4544.0,Motion,0.7586,0.3691,1.2098,0.566,82.14
298,4529.6,4559.2,Motion,0.7597,0.3736,1.2146,0.5987,81.0
299,4544.8,4574.4,Motion,0.7646,0.3711,1.212,0.5742,80.55
300,4560.0,4589.6,Motion,0.7663,0.3673,1.2086,0.6166,80.65
301,4575.2,4604.8,Motion,0.7622,0.3695,1.2159,0.6002,81.31
302,4590.4,4620.0,Motion,0.7657,0.3658,1.2,0.5385,82.56
303,4605.6,4635.2,Motion,0.7685,0.3652,1.1981,0.4777,84.08
304,4620.8,4650.4,Motion,0.7679,0.3685,1.2197,0.5182,85.54
305,4636.0,4665.6,Motion,0.7668,0.3684,1.2225,0.5917,86.72
306,4651.2,4680.8,Motion,0.7665,0.368,1.2018,0.5497,86.75
307,4666.4,4696.0,Motion,0.7626,0.3715,1.1915,0.4341,75.55
308,4681.6,4711.2,Motion,0.7607,0.368,1.1914,0.3683,64.8
309,4696.8,4726.4,Normal,0.7607,0.3717,1.2088,0.3682,63.86
310,4712.0,4741.6,Normal,0.7609,0.3731,1.212,0.3638,62.39
311,4727.2,4756.8,Normal,0.7639,0.3679,1.2123,0.3589,60.82
312,4742.4,4772.0,Normal,0.7644,0.3676,1.2094,0.3676,59.52
313,4757.6,4787.2,Normal,0.7641,0.3675,1.2201,0.3723,58.79
314,4772.8,4802.4,Normal,0.7655,0.3711,1.2229,0.3721,58.56
315,4788.0,4817.6,Normal,0.763,0.372,1.2186,0.3607,58.98
316,4803.2,4832.8,Normal,0.7636,0.3644,1.2229,0.364,60.1
317,4818.4,4848.0,Normal,0.7656,0.3628,1.2093,0.3672,61.43
318,4833.6,4863.2,Normal,0.7675,0.368,1.1966,0.3657,62.79
319,4848.8,4878.4,Normal,0.7667,0.3731,1.2029,0.3716,64.19
320,4864.0,4893.6,Normal,0.7647,0.3691,1.2053,0.3777,65.16
321,4879.2,4908.8,Normal,0.7609,0.3722,1.2187,0.3667,65.51
322,4894.4,4924.0,Normal,0.76,0.3741,1.2199,0.3612,65.21
323,4909.6,4939.2,Normal,0.7624,0.3724,1.2165,0.3713,64.29
324,4924.8,4954.4,Normal,0.7628,0.3693,1.2135,0.3658,62.94
325,4940.0,4969.6,Normal,0.7637,0.3644,1.1913,0.3641,61.36
326,4955.2,4984.8,Normal,0.7635,0.3686,1.1867,0.3667,60.0
327,4970.4,5000.0,Normal,0.7615,0.3697,1.1986,0.3655,59.04
328,4985.6,5015.2,Normal,0.7639,0.3689,1.2198,0.3633,58.51
329,5000.8,5030.4,Normal,0.765,0.3715,1.2225,0.3721,58.68
330,5016.0,5045.6,Normal,0.7652,0.3648,1.2205,0.3741,59.41
331,5031.2,5060.8,Normal,0.7681,0.3625,1.2259,0.3725,60.47
332,5046.4,5076.0,Normal,0.7678,0.368,1.227,0.3701,62.02
333,5061.6,5091.2,Normal,0.7656,0.3738,1.2209,0.3678,63.68
334,5076.8,5106.4,Normal,0.7652,0.3687,1.2149,0.3658,64.71
335,5092.0,5121.6,Normal,0.7643,0.3691,1.2173,0.3684,65.24
336,5107.2,5136.8,Normal,0.7656,0.3742,1.2173,0.3705,65.31
337,5122.4,5152.0,Normal,0.7639,0.3707,1.2179,0.3716,64.73
338,5137.6,5167.2,Normal,0.7602,0.3712,1.2027,0.3679,63.6
339,5152.8,5182.4,Normal,0.7591,0.369,1.1804,0.3753,62.15
340,5168.0,5197.6,Normal,0.7596,0.3676,1.2068,0.3764,60.62
341,5183.2,5212.8,Normal,0.7615,0.3717,1.2068,0.3693,59.4
342,5198.4,5228.0,Normal,0.7617,0.3689,1.1966,0.3656,58.68
343,5213.6,5243.2,Normal,0.7601,0.3678,1.2086,0.3564,58.46
344,5228.8,5258.4,Normal,0.7621,0.3713,1.2136,0.3683,58.88
345,5244.0,5273.6,Normal,0.7673,0.3711,1.2203,0.3624,60.1
346,5259.2,5288.8,Normal,0.7647,0.3684,1.2249,0.3594,61.65
347,5274.4,5304.0,Normal,0.7601,0.3686,1.2207,0.3699,63.0
348,5289.6,5319.2,Normal,0.7619,0.3715,1.2188,0.359,64.2
349,5304.8,5334.4,Normal,0.7643,0.3708,1.2172,0.3466,65.04
350,5320.0,5349.6,Normal,0.7629,0.3735,1.2163,0.3554,65.46
351,5335.2,5364.8,Normal,0.763,0.3686,1.1968,0.3731,65.26
352,5350.4,5380.0,Normal,0.7606,0.366,1.2027,0.3655,64.3
353,5365.6,5395.2,Normal,0.7604,0.3699,1.214,0.3608,63.01
