epoch_index,timestamp_start,timestamp_end,event_type,RR_mean,RR_std,amplitude,motion_score_mean,HR_mean
83,1261.6,1291.2,Motion,0.7367,0.3704,1.297,0.3138,61.81
84,1276.8,1306.4,Motion,0.7335,0.3625,1.272,0.2704,61.95
85,1292.0,1321.6,Motion,0.7246,0.3619,1.2361,0.3214,61.88
86,1307.2,1336.8,Motion,0.7459,0.367,1.2823,0.2997,61.69
87,1322.4,1352.0,Motion,0.7266,0.3656,1.2631,0.2613,61.63
88,1337.6,1367.2,Motion,0.7389,0.361,1.2388,0.3137,61.66
89,1352.8,1382.4,Motion,0.7292,0.3682,1.2861,0.337,61.59
90,1368.0,1397.6,Motion,0.7279,0.3706,1.2861,0.2849,61.28
91,1383.2,1412.8,Motion,0.7214,0.3626,1.2565,0.2786,61.32
92,1398.4,1428.0,Motion,0.742,0.3602,1.2432,0.2999,61.38
93,1413.6,1443.2,Motion,0.7247,0.3709,1.2635,0.2882,61.2
94,1428.8,1458.4,Motion,0.7231,0.3619,1.2606,0.2897,61.26
95,1444.0,1473.6,Motion,0.7477,0.3517,1.3213,0.3568,61.32
96,1459.2,1488.8,Motion,0.7328,0.3628,1.3213,0.3111,61.29
97,1474.4,1504.0,Motion,0.7449,0.3589,1.1969,0.1981,61.19
98,1489.6,1519.2,Motion,0.7373,0.363,1.2792,0.2372,61.07
99,1504.8,1534.4,Motion,0.7198,0.3655,1.2886,0.3627,61.0
100,1520.0,1549.6,Motion,0.7403,0.3532,1.2735,0.3518,60.96
101,1535.2,1564.8,Motion,0.7445,0.3551,1.1749,0.2487,60.97
102,1550.4,1580.0,Motion,0.7279,0.3608,1.2478,0.2445,60.82
103,1565.6,1595.2,Motion,0.7469,0.3565,1.2364,0.2856,60.67
104,1580.8,1610.4,Motion,0.7401,0.3665,1.2684,0.2924,60.71
105,1596.0,1625.6,Motion,0.7184,0.3718,1.2626,0.2712,60.8
106,1611.2,1640.8,Motion,0.7275,0.3621,1.261,0.2673,60.93
107,1626.4,1656.0,Normal,0.7321,0.3655,1.2279,0.2725,60.85
108,1641.6,1671.2,Motion,0.7378,0.3631,1.2303,0.287,60.65
109,1656.8,1686.4,Motion,0.7252,0.354,1.2202,0.2709,60.55
110,1672.0,1701.6,Motion,0.7346,0.3564,1.2857,0.2866,60.6
111,1687.2,1716.8,Motion,0.7407,0.3736,1.2874,0.3332,60.63
112,1702.4,1732.0,Motion,0.7352,0.3658,1.2701,0.3015,60.55
113,1717.6,1747.2,Motion,0.7257,0.3703,1.3127,0.3124,60.53
114,1732.8,1762.4,Motion,0.7289,0.3608,1.3127,0.2858,60.71
115,1748.0,1777.6,Motion,0.747,0.349,1.2344,0.2308,60.62
116,1763.2,1792.8,Motion,0.7406,0.345,1.2344,0.2606,60.51
117,1778.4,1808.0,Motion,0.7272,0.3578,1.2492,0.2901,60.56
118,1793.6,1823.2,Motion,0.7287,0.3569,1.2492,0.268,60.67
119,1808.8,1838.4,Motion,0.7376,0.3395,1.1178,0.2432,60.67
120,1824.0,1853.6,Motion,0.7351,0.3482,1.2062,0.2747,60.54
121,1839.2,1868.8,Motion,0.7298,0.3609,1.2508,0.2854,60.64
122,1854.4,1884.0,Motion,0.7302,0.3582,1.2601,0.318,60.59
123,1869.6,1899.2,Motion,0.7384,0.3537,1.2391,0.3801,60.55
124,1884.8,1914.4,Motion,0.7435,0.3611,1.2209,0.3717,60.59
125,1900.0,1929.6,Motion,0.7223,0.3585,1.2298,0.3498,60.58
126,1915.2,1944.8,Motion,0.7298,0.3528,1.2352,0.3316,60.7
127,1930.4,1960.0,Motion,0.7402,0.3611,1.2979,0.321,60.7
128,1945.6,1975.2,Motion,0.7316,0.3544,1.3056,0.294,60.75
129,1960.8,1990.4,Motion,0.7192,0.3607,1.2211,0.2954,60.79
130,1976.0,2005.6,Motion,0.7293,0.3658,1.288,0.2905,60.77
131,1991.2,2020.8,Motion,0.7388,0.3685,1.284,0.2865,60.75
132,2006.4,2036.0,Motion,0.7305,0.357,1.1693,0.303,60.84
133,2021.6,2051.2,Motion,0.7298,0.3614,1.2144,0.3323,60.96
134,2036.8,2066.4,Motion,0.7441,0.3584,1.219,0.3377,60.96
135,2052.0,2081.6,Motion,0.7335,0.36,1.2313,0.2613,60.95
136,2067.2,2096.8,Motion,0.7157,0.3728,1.3127,0.2324,60.84
137,2082.4,2112.0,Normal,0.7388,0.3636,1.3127,0.2457,60.82
138,2097.6,2127.2,Motion,0.7488,0.3674,1.2839,0.28,61.09
139,2112.8,2142.4,Motion,0.7314,0.3629,1.2839,0.3092,61.18
140,2128.0,2157.6,Motion,0.752,0.3495,1.2113,0.3061,61.2
141,2143.2,2172.8,Motion,0.7354,0.3694,1.2879,0.2663,61.34
142,2158.4,2188.0,Motion,0.7279,0.368,1.2879,0.2671,61.28
143,2173.6,2203.2,Motion,0.7536,0.3642,1.3392,0.2687,61.34
144,2188.8,2218.4,Motion,0.7288,0.3627,1.3145,0.2717,61.61
145,2204.0,2233.6,Motion,0.7422,0.3573,1.2869,0.2747,61.68
146,2219.2,2248.8,Motion,0.7207,0.3695,1.2548,0.2237,61.48
147,2234.4,2264.0,Motion,0.7257,0.3705,1.3124,0.2931,61.41
148,2249.6,2279.2,Motion,0.7265,0.3777,1.3121,0.3266,61.61
149,2264.8,2294.4,Motion,0.735,0.3677,1.3109,0.2531,61.79
150,2280.0,2309.6,Motion,0.7281,0.3569,1.2678,0.2186,61.82
151,2295.2,2324.8,Motion,0.7444,0.3656,1.2508,0.2346,61.7
152,2310.4,2340.0,Motion,0.7334,0.367,1.2347,0.2677,61.82
153,2325.6,2355.2,Motion,0.7339,0.3586,1.233,0.306,62.0
154,2340.8,2370.4,Motion,0.7364,0.3606,1.2894,0.2801,62.16
155,2356.0,2385.6,Motion,0.7283,0.367,1.3366,0.2748,62.25
156,2371.2,2400.8,Motion,0.7324,0.3521,1.3366,0.3055,62.2
157,2386.4,2416.0,Motion,0.7445,0.3448,1.2457,0.3274,62.24
158,2401.6,2431.2,Motion,0.7234,0.3509,1.2777,0.3418,62.39
159,2416.8,2446.4,Motion,0.7232,0.3623,1.2586,0.336,62.45
160,2432.0,2461.6,Motion,0.7489,0.3644,1.2502,0.34,62.4
161,2447.2,2476.8,Motion,0.7296,0.3555,1.2442,0.3186,62.32
162,2462.4,2492.0,Motion,0.7309,0.3553,1.2618,0.2837,62.42
163,2477.6,2507.2,Motion,0.7483,0.3721,1.2435,0.2916,62.6
164,2492.8,2522.4,Motion,0.7322,0.3607,1.2264,0.2747,62.58
165,2508.0,2537.6,Motion,0.719,0.374,1.3058,0.2577,62.61
166,2523.2,2552.8,Motion,0.7476,0.3771,1.3058,0.2544,62.75
167,2538.4,2568.0,Motion,0.7527,0.3668,1.275,0.279,62.79
168,2553.6,2583.2,Motion,0.7375,0.3525,1.2725,0.3276,62.8
169,2568.8,2598.4,Motion,0.7344,0.3613,1.2725,0.3313,62.93
170,2584.0,2613.6,Motion,0.737,0.3638,1.2281,0.3558,63.16
171,2599.2,2628.8,Motion,0.7326,0.3555,1.2029,0.3344,63.24
172,2614.4,2644.0,Motion,0.7454,0.3555,1.2096,0.2815,63.24
173,2629.6,2659.2,Motion,0.76,0.3717,1.3373,0.2958,63.16
174,2644.8,2674.4,Motion,0.7501,0.3709,1.3373,0.3206,63.12
175,2660.0,2689.6,Motion,0.7332,0.3685,1.2527,0.3363,63.25
176,2675.2,2704.8,Motion,0.7374,0.3682,1.2735,0.3232,63.31
177,2690.4,2720.0,Motion,0.7346,0.3719,1.3021,0.2858,63.36
178,2705.6,2735.2,Motion,0.7245,0.3612,1.253,0.3143,63.42
179,2720.8,2750.4,Motion,0.7153,0.3553,1.2798,0.2534,63.44
180,2736.0,2765.6,Motion,0.7247,0.358,1.2412,0.2113,63.43
181,2751.2,2780.8,Motion,0.7317,0.3582,1.2952,0.2443,63.47
182,2766.4,2796.0,Motion,0.7261,0.3565,1.27,0.2149,63.52
183,2781.6,2811.2,Motion,0.7239,0.3526,1.2185,0.2456,63.51
184,2796.8,2826.4,Motion,0.7367,0.3535,1.2185,0.2749,63.68
185,2812.0,2841.6,Motion,0.7374,0.3535,1.2559,0.2729,63.7
186,2827.2,2856.8,Motion,0.7242,0.3594,1.2755,0.3163,63.61
187,2842.4,2872.0,Motion,0.722,0.3609,1.2961,0.3123,63.66
188,2857.6,2887.2,Motion,0.728,0.3625,1.2657,0.2588,63.74
189,2872.8,2902.4,Motion,0.7319,0.3526,1.2701,0.2852,63.67
190,2888.0,2917.6,Motion,0.7302,0.3541,1.2701,0.344,63.66
191,2903.2,2932.8,Motion,0.7304,0.3596,1.2293,0.3205,63.73
192,2918.4,2948.0,Motion,0.7363,0.3622,1.2128,0.3395,63.83
193,2933.6,2963.2,Motion,0.7277,0.3641,1.2128,0.3424,63.87
194,2948.8,2978.4,Motion,0.7265,0.3576,1.1708,0.256,63.87
195,2964.0,2993.6,Motion,0.726,0.3547,1.2955,0.2158,63.74
196,2979.2,3008.8,Normal,0.7322,0.3605,1.2989,0.244,63.71
197,2994.4,3024.0,Normal,0.7384,0.3687,1.3075,0.2374,63.82
198,3009.6,3039.2,Motion,0.7275,0.365,1.257,0.2302,63.83
199,3024.8,3054.4,Motion,0.7292,0.3641,1.2959,0.2969,63.78
200,3040.0,3069.6,Motion,0.7418,0.3676,1.2959,0.3097,63.7
201,3055.2,3084.8,Motion,0.7435,0.3669,1.2277,0.3226,63.69
202,3070.4,3100.0,Motion,0.7419,0.3609,1.2415,0.3251,63.79
203,3085.6,3115.2,Motion,0.744,0.3433,1.246,0.2903,63.89
204,3100.8,3130.4,Motion,0.7433,0.3429,1.2654,0.282,63.83
205,3116.0,3145.6,Motion,0.7393,0.3702,1.2654,0.2738,63.73
206,3131.2,3160.8,Motion,0.7366,0.3674,1.278,0.2956,63.63
207,3146.4,3176.0,Motion,0.7314,0.3568,1.2433,0.3178,63.73
208,3161.6,3191.2,Motion,0.7432,0.3542,1.2503,0.282,63.74
209,3176.8,3206.4,Motion,0.7551,0.3612,1.2698,0.2668,63.57
210,3192.0,3221.6,Motion,0.748,0.3635,1.2718,0.2465,63.56
211,3207.2,3236.8,Motion,0.7335,0.3533,1.2718,0.2002,63.53
212,3222.4,3252.0,Motion,0.7382,0.355,1.2154,0.2729,63.45
213,3237.6,3267.2,Motion,0.7475,0.3698,1.275,0.3249,63.5
214,3252.8,3282.4,Motion,0.7407,0.3637,1.2794,0.3067,63.44
215,3268.0,3297.6,Motion,0.724,0.3657,1.2758,0.2804,63.35
216,3283.2,3312.8,Motion,0.7262,0.3769,1.2663,0.2839,63.42
217,3298.4,3328.0,Motion,0.7248,0.3662,1.2663,0.3318,63.33
218,3313.6,3343.2,Motion,0.716,0.3477,1.2396,0.2609,63.23
219,3328.8,3358.4,Motion,0.7338,0.3562,1.2499,0.2134,63.21
220,3344.0,3373.6,Normal,0.7414,0.3661,1.3059,0.277,63.08
221,3359.2,3388.8,Normal,0.7391,0.3652,1.3059,0.2892,63.05
222,3374.4,3404.0,Normal,0.7414,0.3611,1.2636,0.2939,63.14
223,3389.6,3419.2,Normal,0.7437,0.3626,1.2666,0.3092,63.03
224,3404.8,3434.4,Normal,0.7328,0.3589,1.2415,0.2835,62.96
225,3420.0,3449.6,Normal,0.7104,0.3595,1.2551,0.2732,62.95
226,3435.2,3464.8,Normal,0.7259,0.3574,1.2336,0.221,62.9
227,3450.4,3480.0,Motion,0.7524,0.3632,1.3194,0.2013,62.75
228,3465.6,3495.2,Motion,0.7473,0.3635,1.3194,0.2212,62.64
229,3480.8,3510.4,Motion,0.722,0.3626,1.1799,0.2648,62.67
230,3496.0,3525.6,Motion,0.7343,0.3708,1.2863,0.2995,62.63
231,3511.2,3540.8,Motion,0.7351,0.3755,1.2863,0.3163,62.52
232,3526.4,3556.0,Motion,0.723,0.3644,1.2615,0.2959,62.54
233,3541.6,3571.2,Motion,0.7303,0.3662,1.21,0.2478,62.47
234,3556.8,3586.4,Motion,0.7426,0.3546,1.2334,0.2902,62.29
235,3572.0,3601.6,Motion,0.7419,0.3511,1.2334,0.3353,62.28
236,3587.2,3616.8,Motion,0.7444,0.3546,1.1718,0.3289,62.23
237,3602.4,3632.0,Motion,0.738,0.3549,1.225,0.3123,62.15
238,3617.6,3647.2,Motion,0.7323,0.3478,1.2409,0.2775,62.05
239,3632.8,3662.4,Motion,0.7455,0.3561,1.2589,0.2987,61.91
240,3648.0,3677.6,Motion,0.7415,0.3536,1.2272,0.3624,61.85
241,3663.2,3692.8,Motion,0.7316,0.3546,1.3133,0.3406,61.76
242,3678.4,3708.0,Motion,0.7299,0.3682,1.3133,0.3396,61.78
243,3693.6,3723.2,Motion,0.7388,0.3588,1.237,0.3199,61.77
244,3708.8,3738.4,Motion,0.736,0.3588,1.2384,0.3083,61.78
245,3724.0,3753.6,Motion,0.7395,0.3751,1.3166,0.3005,61.85
246,3739.2,3768.8,Motion,0.733,0.3717,1.3248,0.2317,61.69
247,3754.4,3784.0,Motion,0.7468,0.3708,1.3071,0.2392,61.65
248,3769.6,3799.2,Motion,0.7256,0.3752,1.2963,0.29,61.54
249,3784.8,3814.4,Motion,0.7422,0.3555,1.2229,0.2847,61.36
250,3800.0,3829.6,Motion,0.7256,0.3567,1.3266,0.2659,61.36
251,3815.2,3844.8,Motion,0.7424,0.3613,1.3266,0.2703,61.31
252,3830.4,3860.0,Motion,0.7313,0.3677,1.2664,0.2441,61.28
253,3845.6,3875.2,Motion,0.7175,0.3676,1.2345,0.2597,61.17
254,3860.8,3890.4,Motion,0.7368,0.3615,1.2391,0.2682,61.09
255,3876.0,3905.6,Motion,0.7289,0.3601,1.2283,0.253,61.03
256,3891.2,3920.8,Normal,0.7263,0.3592,1.2423,0.2535,61.0
257,3906.4,3936.0,Normal,0.7525,0.3699,1.2551,0.2613,60.97
258,3921.6,3951.2,Normal,0.7282,0.3694,1.2551,0.269,60.86
259,3936.8,3966.4,Motion,0.7344,0.3529,1.2172,0.2813,60.79
260,3952.0,3981.6,Motion,0.7485,0.3546,1.2114,0.3349,60.82
261,3967.2,3996.8,Motion,0.7272,0.3601,1.2749,0.3197,60.86
262,3982.4,4012.0,Motion,0.7239,0.355,1.2749,0.2571,60.92
263,3997.6,4027.2,Normal,0.7431,0.3499,1.2191,0.2726,60.82
264,4012.8,4042.4,Normal,0.7465,0.3564,1.2501,0.2476,60.6
265,4028.0,4057.6,Motion,0.7227,0.3572,1.2878,0.2417,60.72
266,4043.2,4072.8,Motion,0.7232,0.3592,1.2657,0.2629,60.76
267,4058.4,4088.0,Motion,0.7409,0.3545,1.2069,0.2369,60.66
268,4073.6,4103.2,Motion,0.7392,0.3486,1.1904,0.2729,60.56
269,4088.8,4118.4,Motion,0.7285,0.3617,1.2602,0.3146,60.55
270,4104.0,4133.6,Motion,0.7232,0.3633,1.2434,0.2853,60.77
271,4119.2,4148.8,Motion,0.7466,0.3608,1.2616,0.2871,60.82
272,4134.4,4164.0,Motion,0.7373,0.3682,1.229,0.2814,60.65
273,4149.6,4179.2,Motion,0.7298,0.373,1.2646,0.2737,60.57
274,4164.8,4194.4,Motion,0.7242,0.3641,1.2646,0.2815,60.59
275,4180.0,4209.6,Motion,0.7351,0.3608,1.2801,0.2918,64.4
276,4195.2,4224.8,Normal,0.7386,0.3708,1.2801,0.2796,70.4
277,4210.4,4240.0,Motion,0.7155,0.3739,1.2545,0.2413,72.57
278,4225.6,4255.2,Motion,0.7309,0.3698,1.2355,0.3239,73.23
279,4240.8,4270.4,Motion,0.7473,0.3604,1.2992,0.3233,73.83
280,4256.0,4285.6,Motion,0.7274,0.362,1.3096,0.2326,74.19
281,4271.2,4300.8,Motion,0.7442,0.3603,1.2756,0.2551,74.64
282,4286.4,4316.0,Normal,0.7307,0.3702,1.2756,0.2588,75.1
283,4301.6,4331.2,Motion,0.7113,0.371,1.2663,0.2078,75.8
284,4316.8,4346.4,Motion,0.7333,0.352,1.3284,0.2048,76.48
285,4332.0,4361.6,Motion,0.756,0.3439,1.2748,0.2628,77.02
286,4347.2,4376.8,Motion,0.7631,0.3513,1.2468,0.2839,77.52
287,4362.4,4392.0,Motion,0.7448,0.3696,1.295,0.2415,78.05
288,4377.6,4407.2,Motion,0.7348,0.3626,1.2553,0.1977,78.73
289,4392.8,4422.4,Motion,0.741,0.3801,1.3356,0.2209,79.32
290,4408.0,4437.6,Motion,0.7074,0.3934,1.3356,0.2767,79.53
291,4423.2,4452.8,Motion,0.7253,0.3711,1.2478,0.2642,79.79
292,4438.4,4468.0,Motion,0.745,0.3608,1.2077,0.2428,80.17
293,4453.6,4483.2,Motion,0.7244,0.3432,1.2077,0.2489,80.44
294,4468.8,4498.4,Motion,0.7404,0.3396,1.2123,0.2515,80.62
295,4484.0,4513.6,Motion,0.7371,0.3648,1.2601,0.2546,80.72
296,4499.2,4528.8,Motion,0.7341,0.3598,1.2601,0.3141,80.5
297,4514.4,4544.0,Motion,0.7344,0.3584,1.2006,0.3325,80.35
298,4529.6,4559.2,Motion,0.7323,0.3752,1.258,0.2658,80.62
299,4544.8,4574.4,Motion,0.7256,0.3715,1.258,0.2109,80.25
300,4560.0,4589.6,Motion,0.7525,0.3532,1.2146,0.2101,79.75
301,4575.2,4604.8,Motion,0.74,0.3524,1.2362,0.2466,79.2
302,4590.4,4620.0,Motion,0.7261,0.3606,1.2867,0.2244,78.4
303,4605.6,4635.2,Normal,0.7342,0.3599,1.2388,0.2718,78.2
304,4620.8,4650.4,Normal,0.7365,0.3606,1.2469,0.3242,78.15
305,4636.0,4665.6,Normal,0.7305,0.3607,1.208,0.3072,77.7
306,4651.2,4680.8,Normal,0.7413,0.3596,1.2486,0.2647,76.64
307,4666.4,4696.0,Normal,0.7292,0.365,1.2682,0.248,75.92
308,4681.6,4711.2,Normal,0.7487,0.3634,1.3289,0.2791,75.38
309,4696.8,4726.4,Normal,0.7315,0.3657,1.3271,0.2518,74.91
310,4712.0,4741.6,Normal,0.7418,0.3559,1.3425,0.1971,74.27
311,4727.2,4756.8,Normal,0.7377,0.3569,1.3392,0.2598,73.75
312,4742.4,4772.0,Motion,0.7244,0.3515,1.2527,0.3,72.96
313,4757.6,4787.2,Motion,0.7365,0.3499,1.3379,0.2747,72.52
314,4772.8,4802.4,Motion,0.7394,0.3668,1.3379,0.2871,71.29
315,4788.0,4817.6,Motion,0.7262,0.3672,1.2875,0.277,63.74
316,4803.2,4832.8,Motion,0.7215,0.3671,1.2714,0.2865,57.81
317,4818.4,4848.0,Motion,0.7456,0.367,1.2722,0.3028,57.9
318,4833.6,4863.2,Motion,0.7406,0.3498,1.2478,0.3155,58.02
319,4848.8,4878.4,Motion,0.7356,0.3616,1.2544,0.3154,58.07
320,4864.0,4893.6,Motion,0.7322,0.3573,1.3187,0.2735,58.1
321,4879.2,4908.8,Motion,0.7448,0.3573,1.2896,0.2633,58.05
322,4894.4,4924.0,Motion,0.7468,0.3599,1.2694,0.2732,58.01
323,4909.6,4939.2,Motion,0.7257,0.3746,1.2971,0.2667,58.15
324,4924.8,4954.4,Motion,0.7378,0.3764,1.2971,0.241,58.23
325,4940.0,4969.6,Motion,0.7377,0.3647,1.2854,0.2227,58.23
326,4955.2,4984.8,Motion,0.7406,0.3559,1.295,0.2165,58.27
327,4970.4,5000.0,Motion,0.7194,0.3552,1.2708,0.21,58.16
328,4985.6,5015.2,Motion,0.7242,0.3581,1.2628,0.2986,58.26
329,5000.8,5030.4,Motion,0.7333,0.3483,1.2628,0.3282,58.35
330,5016.0,5045.6,Motion,0.7412,0.3602,1.2366,0.291,58.32
331,5031.2,5060.8,Motion,0.732,0.3641,1.2663,0.314,58.29
332,5046.4,5076.0,Motion,0.7162,0.3597,1.2535,0.2925,58.35
333,5061.6,5091.2,Motion,0.7255,0.3675,1.2748,0.3099,58.47
334,5076.8,5106.4,Motion,0.7194,0.3636,1.2767,0.3027,58.56
335,5092.0,5121.6,Motion,0.7439,0.3562,1.2099,0.2942,58.63
336,5107.2,5136.8,Motion,0.7523,0.354,1.2422,0.3157,58.58
337,5122.4,5152.0,Motion,0.7411,0.3617,1.3087,0.2582,58.62
338,5137.6,5167.2,Motion,0.7283,0.357,1.2517,0.3132,58.61
339,5152.8,5182.4,Motion,0.7268,0.3672,1.2439,0.3406,58.55
340,5168.0,5197.6,Motion,0.7154,0.3696,1.2591,0.2995,58.54
341,5183.2,5212.8,Motion,0.7312,0.3675,1.2485,0.3026,58.56
342,5198.4,5228.0,Motion,0.738,0.3543,1.2822,0.319,58.7
343,5213.6,5243.2,Motion,0.7405,0.3494,1.2849,0.3091,58.74
344,5228.8,5258.4,Motion,0.7385,0.3584,1.2576,0.2082,58.83
345,5244.0,5273.6,Motion,0.7311,0.3654,1.2739,0.2292,58.84
346,5259.2,5288.8,Motion,0.728,0.3612,1.2851,0.2662,58.7
347,5274.4,5304.0,Motion,0.7209,0.3535,1.2773,0.2576,58.72
348,5289.6,5319.2,Motion,0.7306,0.367,1.2758,0.2786,58.82
349,5304.8,5334.4,Motion,0.7267,0.3671,1.2758,0.276,58.86
350,5320.0,5349.6,Motion,0.7335,0.3604,1.3148,0.238,58.86
351,5335.2,5364.8,Motion,0.7437,0.356,1.3148,0.2515,58.77
352,5350.4,5380.0,Motion,0.7555,0.3561,1.3761,0.2577,58.71
353,5365.6,5395.2,Motion,0.7496,0.3564,1.3584,0.2361,58.84
