epoch_index,timestamp_start,timestamp_end,predicted_stage,confidence,prob_Wake,prob_REM,prob_Light,prob_Deep
55,1650.0,1679.6,Wake,0.9404,0.9404,0.0199,0.0199,0.0199
56,1680.0,1709.6,Wake,0.9385,0.9385,0.0205,0.0205,0.0205
57,1710.0,1739.6,Wake,0.9439,0.9439,0.0187,0.0187,0.0187
58,1740.0,1769.6,Wake,0.9201,0.9201,0.0266,0.0266,0.0266
59,1770.0,1799.6,Wake,0.9497,0.9497,0.0168,0.0168,0.0168
60,1800.0,1829.6,Wake,0.9502,0.9502,0.0166,0.0166,0.0166
61,1830.0,1859.6,Wake,0.9304,0.9304,0.0232,0.0232,0.0232
62,1860.0,1889.6,Wake,0.9321,0.9321,0.0226,0.0226,0.0226
63,1890.0,1919.6,Wake,0.9333,0.9333,0.0222,0.0222,0.0222
64,1920.0,1949.6,Wake,0.9601,0.9601,0.0133,0.0133,0.0133
65,1950.0,1979.6,Wake,0.9408,0.9408,0.0197,0.0197,0.0197
66,1980.0,2009.6,Wake,0.953,0.953,0.0157,0.0157,0.0157
67,2010.0,2039.6,Wake,0.9362,0.9362,0.0213,0.0213,0.0213
68,2040.0,2069.6,Wake,0.9223,0.9223,0.0259,0.0259,0.0259
69,2070.0,2099.6,Wake,0.9296,0.9296,0.0235,0.0235,0.0235
70,2100.0,2129.6,Wake,0.9268,0.9268,0.0244,0.0244,0.0244
71,2130.0,2159.6,Wake,0.9662,0.9662,0.0113,0.0113,0.0113
72,2160.0,2189.6,Wake,0.922,0.922,0.026,0.026,0.026
73,2190.0,2219.6,Wake,0.9518,0.9518,0.0161,0.0161,0.0161
74,2220.0,2249.6,Wake,0.9112,0.9112,0.0296,0.0296,0.0296
75,2250.0,2279.6,Wake,0.9293,0.9293,0.0236,0.0236,0.0236
76,2280.0,2309.6,Wake,0.9354,0.9354,0.0215,0.0215,0.0215
77,2310.0,2339.6,Wake,0.9241,0.9241,0.0253,0.0253,0.0253
78,2340.0,2369.6,Wake,0.9289,0.9289,0.0237,0.0237,0.0237
79,2370.0,2399.6,Wake,0.9467,0.9467,0.0178,0.0178,0.0178
80,2400.0,2429.6,Wake,0.9278,0.9278,0.0241,0.0241,0.0241
81,2430.0,2459.6,Wake,0.9401,0.9401,0.02,0.02,0.02
82,2460.0,2489.6,Wake,0.9428,0.9428,0.0191,0.0191,0.0191
83,2490.0,2519.6,Wake,0.9497,0.9497,0.0168,0.0168,0.0168
84,2520.0,2549.6,Wake,0.9312,0.9312,0.0229,0.0229,0.0229
85,2550.0,2579.6,Wake,0.9696,0.9696,0.0101,0.0101,0.0101
86,2580.0,2609.6,Wake,0.9364,0.9364,0.0212,0.0212,0.0212
87,2610.0,2639.6,Wake,0.9422,0.9422,0.0193,0.0193,0.0193
88,2640.0,2669.6,Wake,0.9452,0.9452,0.0183,0.0183,0.0183
89,2670.0,2699.6,Wake,0.921,0.921,0.0263,0.0263,0.0263
90,2700.0,2729.6,Wake,1.0,1.0,0.0,0.0,0.0
91,2730.0,2759.6,Wake,1.0,1.0,0.0,0.0,0.0
92,2760.0,2789.6,Wake,1.0,1.0,0.0,0.0,0.0
93,2790.0,2819.6,Wake,1.0,1.0,0.0,0.0,0.0
94,2820.0,2849.6,Wake,1.0,1.0,0.0,0.0,0.0
95,2850.0,2879.6,Wake,1.0,1.0,0.0,0.0,0.0
96,2880.0,2909.6,Wake,1.0,1.0,0.0,0.0,0.0
97,2910.0,2939.6,Wake,1.0,1.0,0.0,0.0,0.0
98,2940.0,2969.6,Wake,1.0,1.0,0.0,0.0,0.0
99,2970.0,2999.6,Wake,1.0,1.0,0.0,0.0,0.0
100,3000.0,3029.6,Wake,1.0,1.0,0.0,0.0,0.0
101,3030.0,3059.6,Wake,1.0,1.0,0.0,0.0,0.0
102,3060.0,3089.6,Wake,1.0,1.0,0.0,0.0,0.0
103,3090.0,3119.6,Wake,1.0,1.0,0.0,0.0,0.0
104,3120.0,3149.6,Wake,1.0,1.0,0.0,0.0,0.0
105,3150.0,3179.6,Wake,1.0,1.0,0.0,0.0,0.0
106,3180.0,3209.6,Wake,1.0,1.0,0.0,0.0,0.0
107,3210.0,3239.6,Wake,1.0,1.0,0.0,0.0,0.0
108,3240.0,3269.6,Wake,1.0,1.0,0.0,0.0,0.0
109,3270.0,3299.6,Wake,1.0,1.0,0.0,0.0,0.0
110,3300.0,3329.6,Wake,1.0,1.0,0.0,0.0,0.0
111,3330.0,3359.6,Wake,1.0,1.0,0.0,0.0,0.0
112,3360.0,3389.6,Wake,1.0,1.0,0.0,0.0,0.0
113,3390.0,3419.6,Wake,1.0,1.0,0.0,0.0,0.0
114,3420.0,3449.6,Wake,1.0,1.0,0.0,0.0,0.0
115,3450.0,3479.6,Wake,1.0,1.0,0.0,0.0,0.0
116,3480.0,3509.6,Wake,1.0,1.0,0.0,0.0,0.0
117,3510.0,3539.6,Wake,1.0,1.0,0.0,0.0,0.0
118,3540.0,3569.6,Wake,1.0,1.0,0.0,0.0,0.0
119,3570.0,3599.6,Wake,1.0,1.0,0.0,0.0,0.0
120,3600.0,3629.6,Wake,0.9417,0.9417,0.0194,0.0194,0.0194
121,3630.0,3659.6,Wake,0.9276,0.9276,0.0241,0.0241,0.0241
122,3660.0,3689.6,Wake,0.9353,0.9353,0.0216,0.0216,0.0216
123,3690.0,3719.6,Wake,0.9339,0.9339,0.022,0.022,0.022
124,3720.0,3749.6,Wake,0.927,0.927,0.0243,0.0243,0.0243
125,3750.0,3779.6,Wake,0.9125,0.9125,0.0292,0.0292,0.0292
126,3780.0,3809.6,Wake,0.9451,0.9451,0.0183,0.0183,0.0183
127,3810.0,3839.6,Wake,0.9406,0.9406,0.0198,0.0198,0.0198
128,3840.0,3869.6,Wake,0.9477,0.9477,0.0174,0.0174,0.0174
129,3870.0,3899.6,Wake,0.94,0.94,0.02,0.02,0.02
130,3900.0,3929.6,Wake,0.9397,0.9397,0.0201,0.0201,0.0201
131,3930.0,3959.6,Wake,0.9381,0.9381,0.0206,0.0206,0.0206
132,3960.0,3989.6,Wake,0.9533,0.9533,0.0156,0.0156,0.0156
133,3990.0,4019.6,Wake,0.9483,0.9483,0.0172,0.0172,0.0172
134,4020.0,4049.6,Wake,0.9569,0.9569,0.0144,0.0144,0.0144
135,4050.0,4079.6,Wake,0.9397,0.9397,0.0201,0.0201,0.0201
136,4080.0,4109.6,Wake,0.9503,0.9503,0.0166,0.0166,0.0166
137,4110.0,4139.6,Wake,0.9402,0.9402,0.0199,0.0199,0.0199
138,4140.0,4169.6,Wake,0.95,0.95,0.0167,0.0167,0.0167
139,4170.0,4199.6,Wake,0.939,0.939,0.0203,0.0203,0.0203
140,4200.0,4229.6,Wake,0.932,0.932,0.0227,0.0227,0.0227
141,4230.0,4259.6,Wake,0.9397,0.9397,0.0201,0.0201,0.0201
142,4260.0,4289.6,Wake,0.9518,0.9518,0.0161,0.0161,0.0161
143,4290.0,4319.6,Wake,0.9287,0.9287,0.0238,0.0238,0.0238
144,4320.0,4349.6,Wake,1.0,1.0,0.0,0.0,0.0
145,4350.0,4379.6,Wake,1.0,1.0,0.0,0.0,0.0
146,4380.0,4409.6,Wake,1.0,1.0,0.0,0.0,0.0
147,4410.0,4439.6,Wake,1.0,1.0,0.0,0.0,0.0
148,4440.0,4469.6,Wake,1.0,1.0,0.0,0.0,0.0
149,4470.0,4499.6,Wake,1.0,1.0,0.0,0.0,0.0
150,4500.0,4529.6,Wake,1.0,1.0,0.0,0.0,0.0
151,4530.0,4559.6,Wake,1.0,1.0,0.0,0.0,0.0
152,4560.0,4589.6,Wake,1.0,1.0,0.0,0.0,0.0
153,4590.0,4619.6,Wake,1.0,1.0,0.0,0.0,0.0
154,4620.0,4649.6,Wake,1.0,1.0,0.0,0.0,0.0
155,4650.0,4679.6,Wake,1.0,1.0,0.0,0.0,0.0
156,4680.0,4709.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
157,4710.0,4739.6,Wake,0.9259,0.9259,0.0247,0.0247,0.0247
158,4740.0,4769.6,Wake,0.942,0.942,0.0193,0.0193,0.0193
159,4770.0,4799.6,Wake,0.9451,0.9451,0.0183,0.0183,0.0183
160,4800.0,4829.6,Wake,0.9384,0.9384,0.0205,0.0205,0.0205
161,4830.0,4859.6,Wake,0.9383,0.9383,0.0206,0.0206,0.0206
162,4860.0,4889.6,Wake,0.9669,0.9669,0.011,0.011,0.011
163,4890.0,4919.6,Wake,0.9251,0.9251,0.025,0.025,0.025
164,4920.0,4949.6,Wake,0.9349,0.9349,0.0217,0.0217,0.0217
165,4950.0,4979.6,Wake,0.9453,0.9453,0.0182,0.0182,0.0182
166,4980.0,5009.6,Wake,0.9352,0.9352,0.0216,0.0216,0.0216
167,5010.0,5039.6,Wake,0.9584,0.9584,0.0139,0.0139,0.0139
168,5040.0,5069.6,Wake,0.9428,0.9428,0.0191,0.0191,0.0191
169,5070.0,5099.6,Wake,0.9382,0.9382,0.0206,0.0206,0.0206
170,5100.0,5129.6,Wake,0.943,0.943,0.019,0.019,0.019
171,5130.0,5159.6,Wake,0.9603,0.9603,0.0132,0.0132,0.0132
172,5160.0,5189.6,Wake,0.9541,0.9541,0.0153,0.0153,0.0153
173,5190.0,5219.6,Wake,0.9436,0.9436,0.0188,0.0188,0.0188
174,5220.0,5249.6,Wake,0.926,0.926,0.0247,0.0247,0.0247
175,5250.0,5279.6,Wake,0.9329,0.9329,0.0224,0.0224,0.0224
176,5280.0,5309.6,Wake,0.9424,0.9424,0.0192,0.0192,0.0192
177,5310.0,5339.6,Wake,0.8991,0.8991,0.0336,0.0336,0.0336
178,5340.0,5369.6,Wake,0.9495,0.9495,0.0168,0.0168,0.0168
179,5370.0,5399.6,Wake,0.9223,0.9223,0.0259,0.0259,0.0259
180,5400.0,5429.6,Wake,0.9523,0.9523,0.0159,0.0159,0.0159
181,5430.0,5459.6,Wake,0.9454,0.9454,0.0182,0.0182,0.0182
182,5460.0,5489.6,Wake,0.9237,0.9237,0.0254,0.0254,0.0254
183,5490.0,5519.6,Wake,0.9315,0.9315,0.0228,0.0228,0.0228
184,5520.0,5549.6,Wake,0.9235,0.9235,0.0255,0.0255,0.0255
185,5550.0,5579.6,Wake,0.9364,0.9364,0.0212,0.0212,0.0212
186,5580.0,5609.6,Wake,0.9461,0.9461,0.018,0.018,0.018
187,5610.0,5639.6,Wake,0.949,0.949,0.017,0.017,0.017
188,5640.0,5669.6,Wake,0.9396,0.9396,0.0201,0.0201,0.0201
189,5670.0,5699.6,Wake,0.9353,0.9353,0.0216,0.0216,0.0216
190,5700.0,5729.6,Wake,0.9361,0.9361,0.0213,0.0213,0.0213
191,5730.0,5759.6,Wake,0.9431,0.9431,0.019,0.019,0.019
192,5760.0,5789.6,Wake,0.9429,0.9429,0.019,0.019,0.019
193,5790.0,5819.6,Wake,0.9173,0.9173,0.0276,0.0276,0.0276
194,5820.0,5849.6,Wake,0.9231,0.9231,0.0256,0.0256,0.0256
195,5850.0,5879.6,Wake,0.9336,0.9336,0.0221,0.0221,0.0221
196,5880.0,5909.6,Wake,0.9387,0.9387,0.0204,0.0204,0.0204
197,5910.0,5939.6,Wake,0.9625,0.9625,0.0125,0.0125,0.0125
198,5940.0,5969.6,Wake,0.9224,0.9224,0.0259,0.0259,0.0259
199,5970.0,5999.6,Wake,0.9171,0.9171,0.0276,0.0276,0.0276
200,6000.0,6029.6,Wake,0.9529,0.9529,0.0157,0.0157,0.0157
201,6030.0,6059.6,Wake,0.9489,0.9489,0.017,0.017,0.017
202,6060.0,6089.6,Wake,0.914,0.914,0.0287,0.0287,0.0287
203,6090.0,6119.6,Wake,0.9393,0.9393,0.0202,0.0202,0.0202
204,6120.0,6149.6,Wake,0.9371,0.9371,0.021,0.021,0.021
205,6150.0,6179.6,Wake,0.9597,0.9597,0.0134,0.0134,0.0134
206,6180.0,6209.6,Wake,0.9196,0.9196,0.0268,0.0268,0.0268
207,6210.0,6239.6,Wake,0.955,0.955,0.015,0.015,0.015
208,6240.0,6269.6,Wake,0.9329,0.9329,0.0224,0.0224,0.0224
209,6270.0,6299.6,Wake,0.9289,0.9289,0.0237,0.0237,0.0237
210,6300.0,6329.6,Wake,0.9474,0.9474,0.0175,0.0175,0.0175
211,6330.0,6359.6,Wake,0.9327,0.9327,0.0224,0.0224,0.0224
212,6360.0,6389.6,Wake,0.9229,0.9229,0.0257,0.0257,0.0257
213,6390.0,6419.6,Wake,0.9375,0.9375,0.0208,0.0208,0.0208
214,6420.0,6449.6,Wake,0.9409,0.9409,0.0197,0.0197,0.0197
215,6450.0,6479.6,Wake,0.9378,0.9378,0.0207,0.0207,0.0207
216,6480.0,6509.6,Wake,0.9674,0.9674,0.0109,0.0109,0.0109
217,6510.0,6539.6,Wake,0.9454,0.9454,0.0182,0.0182,0.0182
218,6540.0,6569.6,Wake,0.9269,0.9269,0.0244,0.0244,0.0244
219,6570.0,6599.6,Wake,0.9385,0.9385,0.0205,0.0205,0.0205
220,6600.0,6629.6,Wake,0.9286,0.9286,0.0238,0.0238,0.0238
221,6630.0,6659.6,Wake,0.9369,0.9369,0.021,0.021,0.021
222,6660.0,6689.6,Wake,0.9388,0.9388,0.0204,0.0204,0.0204
223,6690.0,6719.6,Wake,0.9479,0.9479,0.0174,0.0174,0.0174
224,6720.0,6749.6,Wake,0.9077,0.9077,0.0308,0.0308,0.0308
225,6750.0,6779.6,Wake,0.9666,0.9666,0.0111,0.0111,0.0111
226,6780.0,6809.6,Wake,0.8993,0.8993,0.0336,0.0336,0.0336
227,6810.0,6839.6,Wake,0.941,0.941,0.0197,0.0197,0.0197
228,6840.0,6869.6,Wake,0.9386,0.9386,0.0205,0.0205,0.0205
229,6870.0,6899.6,Wake,0.928,0.928,0.024,0.024,0.024
230,6900.0,6929.6,Wake,0.9521,0.9521,0.016,0.016,0.016
231,6930.0,6959.6,Wake,0.9418,0.9418,0.0194,0.0194,0.0194
232,6960.0,6989.6,Wake,0.9411,0.9411,0.0196,0.0196,0.0196
233,6990.0,7019.6,Wake,0.9461,0.9461,0.018,0.018,0.018
234,7020.0,7049.6,Wake,0.9326,0.9326,0.0225,0.0225,0.0225
235,7050.0,7079.6,Wake,0.9511,0.9511,0.0163,0.0163,0.0163
236,7080.0,7109.6,Wake,0.9438,0.9438,0.0187,0.0187,0.0187
237,7110.0,7139.6,Wake,0.9481,0.9481,0.0173,0.0173,0.0173
238,7140.0,7169.6,Wake,0.9461,0.9461,0.018,0.018,0.018
239,7170.0,7199.6,Wake,0.9591,0.9591,0.0136,0.0136,0.0136
240,7200.0,7229.6,Wake,0.9335,0.9335,0.0222,0.0222,0.0222
241,7230.0,7259.6,Wake,0.9185,0.9185,0.0272,0.0272,0.0272
242,7260.0,7289.6,Wake,0.9338,0.9338,0.0221,0.0221,0.0221
243,7290.0,7319.6,Wake,0.946,0.946,0.018,0.018,0.018
244,7320.0,7349.6,Wake,0.9351,0.9351,0.0216,0.0216,0.0216
245,7350.0,7379.6,Wake,0.9206,0.9206,0.0265,0.0265,0.0265
246,7380.0,7409.6,Wake,0.9278,0.9278,0.0241,0.0241,0.0241
247,7410.0,7439.6,Wake,0.9569,0.9569,0.0144,0.0144,0.0144
248,7440.0,7469.6,Wake,0.9249,0.9249,0.025,0.025,0.025
249,7470.0,7499.6,Wake,0.9433,0.9433,0.0189,0.0189,0.0189
250,7500.0,7529.6,Wake,0.9411,0.9411,0.0196,0.0196,0.0196
251,7530.0,7559.6,Wake,0.9027,0.9027,0.0324,0.0324,0.0324
252,7560.0,7589.6,Wake,0.9494,0.9494,0.0169,0.0169,0.0169
253,7590.0,7619.6,Wake,0.9425,0.9425,0.0192,0.0192,0.0192
254,7620.0,7649.6,Wake,0.9589,0.9589,0.0137,0.0137,0.0137
255,7650.0,7679.6,Wake,0.9413,0.9413,0.0196,0.0196,0.0196
256,7680.0,7709.6,Wake,0.9432,0.9432,0.0189,0.0189,0.0189
257,7710.0,7739.6,Wake,0.9405,0.9405,0.0198,0.0198,0.0198
258,7740.0,7769.6,Wake,0.9382,0.9382,0.0206,0.0206,0.0206
259,7770.0,7799.6,Wake,0.9404,0.9404,0.0199,0.0199,0.0199
260,7800.0,7829.6,Wake,0.9503,0.9503,0.0166,0.0166,0.0166
261,7830.0,7859.6,Wake,0.9511,0.9511,0.0163,0.0163,0.0163
262,7860.0,7889.6,Wake,0.9326,0.9326,0.0225,0.0225,0.0225
263,7890.0,7919.6,Wake,0.9463,0.9463,0.0179,0.0179,0.0179
264,7920.0,7949.6,Wake,0.9428,0.9428,0.0191,0.0191,0.0191
265,7950.0,7979.6,Wake,0.9643,0.9643,0.0119,0.0119,0.0119
266,7980.0,8009.6,Wake,0.9287,0.9287,0.0238,0.0238,0.0238
267,8010.0,8039.6,Wake,0.9245,0.9245,0.0252,0.0252,0.0252
268,8040.0,8069.6,Wake,0.9174,0.9174,0.0275,0.0275,0.0275
269,8070.0,8099.6,Wake,0.9282,0.9282,0.0239,0.0239,0.0239
270,8100.0,8129.6,Wake,0.9457,0.9457,0.0181,0.0181,0.0181
271,8130.0,8159.6,Wake,0.9569,0.9569,0.0144,0.0144,0.0144
272,8160.0,8189.6,Wake,0.9285,0.9285,0.0238,0.0238,0.0238
273,8190.0,8219.6,Wake,0.9351,0.9351,0.0216,0.0216,0.0216
274,8220.0,8249.6,Wake,0.9205,0.9205,0.0265,0.0265,0.0265
275,8250.0,8279.6,Wake,0.9227,0.9227,0.0258,0.0258,0.0258
276,8280.0,8309.6,Wake,0.9417,0.9417,0.0194,0.0194,0.0194
277,8310.0,8339.6,Wake,0.9303,0.9303,0.0232,0.0232,0.0232
278,8340.0,8369.6,Wake,0.9459,0.9459,0.018,0.018,0.018
279,8370.0,8399.6,Wake,0.9672,0.9672,0.0109,0.0109,0.0109
280,8400.0,8429.6,Wake,0.9437,0.9437,0.0188,0.0188,0.0188
281,8430.0,8459.6,Wake,0.9371,0.9371,0.021,0.021,0.021
282,8460.0,8489.6,Wake,0.938,0.938,0.0207,0.0207,0.0207
283,8490.0,8519.6,Wake,0.9342,0.9342,0.0219,0.0219,0.0219
284,8520.0,8549.6,Wake,0.9328,0.9328,0.0224,0.0224,0.0224
285,8550.0,8579.6,Wake,0.9335,0.9335,0.0222,0.0222,0.0222
286,8580.0,8609.6,Wake,0.9449,0.9449,0.0184,0.0184,0.0184
287,8610.0,8639.6,Wake,0.9497,0.9497,0.0168,0.0168,0.0168
288,8640.0,8669.6,Wake,0.9387,0.9387,0.0204,0.0204,0.0204
289,8670.0,8699.6,Wake,0.9188,0.9188,0.0271,0.0271,0.0271
290,8700.0,8729.6,Wake,0.9588,0.9588,0.0137,0.0137,0.0137
291,8730.0,8759.6,Wake,0.9475,0.9475,0.0175,0.0175,0.0175
292,8760.0,8789.6,Wake,0.962,0.962,0.0127,0.0127,0.0127
293,8790.0,8819.6,Wake,0.9469,0.9469,0.0177,0.0177,0.0177
294,8820.0,8849.6,Wake,0.9359,0.9359,0.0214,0.0214,0.0214
295,8850.0,8879.6,Wake,0.9458,0.9458,0.0181,0.0181,0.0181
296,8880.0,8909.6,Wake,0.9425,0.9425,0.0192,0.0192,0.0192
297,8910.0,8939.6,Wake,0.9421,0.9421,0.0193,0.0193,0.0193
298,8940.0,8969.6,Wake,0.9357,0.9357,0.0214,0.0214,0.0214
299,8970.0,8999.6,Wake,0.9411,0.9411,0.0196,0.0196,0.0196
300,9000.0,9029.6,Wake,0.9412,0.9412,0.0196,0.0196,0.0196
301,9030.0,9059.6,Wake,0.9323,0.9323,0.0226,0.0226,0.0226
302,9060.0,9089.6,Wake,0.9355,0.9355,0.0215,0.0215,0.0215
303,9090.0,9119.6,Wake,0.9358,0.9358,0.0214,0.0214,0.0214
304,9120.0,9149.6,Wake,0.9418,0.9418,0.0194,0.0194,0.0194
305,9150.0,9179.6,Wake,0.9405,0.9405,0.0198,0.0198,0.0198
306,9180.0,9209.6,Wake,0.9486,0.9486,0.0171,0.0171,0.0171
307,9210.0,9239.6,Wake,0.9232,0.9232,0.0256,0.0256,0.0256
308,9240.0,9269.6,Wake,0.9374,0.9374,0.0209,0.0209,0.0209
309,9270.0,9299.6,Wake,0.9313,0.9313,0.0229,0.0229,0.0229
310,9300.0,9329.6,Wake,0.9598,0.9598,0.0134,0.0134,0.0134
311,9330.0,9359.6,Wake,0.9211,0.9211,0.0263,0.0263,0.0263
312,9360.0,9389.6,Wake,0.9325,0.9325,0.0225,0.0225,0.0225
313,9390.0,9419.6,Wake,0.9506,0.9506,0.0165,0.0165,0.0165
314,9420.0,9449.6,Wake,0.9339,0.9339,0.022,0.022,0.022
315,9450.0,9479.6,Wake,0.9433,0.9433,0.0189,0.0189,0.0189
316,9480.0,9509.6,Wake,0.9136,0.9136,0.0288,0.0288,0.0288
317,9510.0,9539.6,Wake,0.9233,0.9233,0.0256,0.0256,0.0256
318,9540.0,9569.6,Wake,0.9299,0.9299,0.0234,0.0234,0.0234
319,9570.0,9599.6,Wake,0.9365,0.9365,0.0212,0.0212,0.0212
320,9600.0,9629.6,Wake,0.9084,0.9084,0.0305,0.0305,0.0305
321,9630.0,9659.6,Wake,0.9449,0.9449,0.0184,0.0184,0.0184
322,9660.0,9689.6,Wake,0.9494,0.9494,0.0169,0.0169,0.0169
323,9690.0,9719.6,Wake,0.9321,0.9321,0.0226,0.0226,0.0226
324,9720.0,9749.6,Wake,0.9376,0.9376,0.0208,0.0208,0.0208
325,9750.0,9779.6,Wake,0.9365,0.9365,0.0212,0.0212,0.0212
326,9780.0,9809.6,Wake,0.9544,0.9544,0.0152,0.0152,0.0152
327,9810.0,9839.6,Wake,0.9562,0.9562,0.0146,0.0146,0.0146
328,9840.0,9869.6,Wake,0.9389,0.9389,0.0204,0.0204,0.0204
329,9870.0,9899.6,Wake,0.9542,0.9542,0.0153,0.0153,0.0153
330,9900.0,9929.6,Wake,1.0,1.0,0.0,0.0,0.0
331,9930.0,9959.6,Wake,1.0,1.0,0.0,0.0,0.0
332,9960.0,9989.6,Wake,1.0,1.0,0.0,0.0,0.0
333,9990.0,10019.6,Wake,1.0,1.0,0.0,0.0,0.0
334,10020.0,10049.6,Wake,1.0,1.0,0.0,0.0,0.0
335,10050.0,10079.6,Wake,1.0,1.0,0.0,0.0,0.0
336,10080.0,10109.6,Wake,1.0,1.0,0.0,0.0,0.0
337,10110.0,10139.6,Wake,1.0,1.0,0.0,0.0,0.0
338,10140.0,10169.6,Wake,1.0,1.0,0.0,0.0,0.0
339,10170.0,10199.6,Wake,1.0,1.0,0.0,0.0,0.0
340,10200.0,10229.6,Wake,1.0,1.0,0.0,0.0,0.0
341,10230.0,10259.6,Wake,1.0,1.0,0.0,0.0,0.0
342,10260.0,10289.6,Wake,1.0,1.0,0.0,0.0,0.0
343,10290.0,10319.6,Wake,1.0,1.0,0.0,0.0,0.0
344,10320.0,10349.6,Wake,1.0,1.0,0.0,0.0,0.0
345,10350.0,10379.6,Wake,1.0,1.0,0.0,0.0,0.0
346,10380.0,10409.6,Wake,1.0,1.0,0.0,0.0,0.0
347,10410.0,10439.6,Wake,1.0,1.0,0.0,0.0,0.0
348,10440.0,10469.6,Wake,1.0,1.0,0.0,0.0,0.0
349,10470.0,10499.6,Wake,1.0,1.0,0.0,0.0,0.0
350,10500.0,10529.6,Wake,1.0,1.0,0.0,0.0,0.0
