epoch_index,timestamp_start,timestamp_end,motion_type,motion_score,posture_label,posture_confidence,associated_sleep_event
53,402.8,417.2,Minor Movement,0.1202,Restless,0.75,
54,410.4,424.8,Minor Movement,0.1312,Restless,0.75,
55,418.0,432.4,Minor Movement,0.1336,Restless,0.75,
56,425.6,440.0,Minor Movement,0.138,Restless,0.75,
57,433.2,447.6,Minor Movement,0.1306,Restless,0.75,
58,440.8,455.2,Minor Movement,0.1327,Restless,0.75,
59,448.4,462.8,Minor Movement,0.2529,Active,0.68,
60,456.0,470.4,Minor Movement,0.2557,Active,0.695,
61,463.6,478.0,Minor Movement,0.1367,Restless,0.75,
62,471.2,485.6,Minor Movement,0.1157,Restless,0.75,
63,478.8,493.2,Minor Movement,0.1222,Restless,0.75,
64,486.4,500.8,Minor Movement,0.1631,Restless,0.75,
65,494.0,508.4,Minor Movement,0.1866,Active,0.558,
66,501.6,516.0,Minor Movement,0.156,Restless,0.75,
67,509.2,523.6,Minor Movement,0.1439,Restless,0.75,
68,516.8,531.2,Minor Movement,0.1555,Restless,0.75,
69,524.4,538.8,Minor Movement,0.1899,Active,0.563,
70,532.0,546.4,Minor Movement,0.1762,Restless,0.75,
71,539.6,554.0,Minor Movement,0.1502,Restless,0.75,
72,547.2,561.6,Minor Movement,0.2053,Active,0.606,
73,554.8,569.2,Minor Movement,0.1967,Active,0.595,
74,562.4,576.8,Minor Movement,0.2179,Restless,0.75,
75,570.0,584.4,Minor Movement,0.2537,Active,0.637,
76,577.6,592.0,Minor Movement,0.1996,Restless,0.75,
77,585.2,599.6,Minor Movement,0.2014,Restless,0.75,
78,592.8,607.2,Minor Movement,0.2357,Active,0.592,
79,600.4,614.8,Minor Movement,0.2142,Active,0.631,
80,608.0,622.4,Minor Movement,0.198,Active,0.593,
81,615.6,630.0,Minor Movement,0.17,Restless,0.75,
82,623.2,637.6,Minor Movement,0.152,Restless,0.75,
83,630.8,645.2,Minor Movement,0.1294,Restless,0.75,
84,638.4,652.8,Minor Movement,0.12,Restless,0.75,
85,646.0,660.4,Minor Movement,0.1557,Restless,0.75,
86,653.6,668.0,Minor Movement,0.1748,Restless,0.75,
87,661.2,675.6,Minor Movement,0.1578,Restless,0.75,
88,668.8,683.2,Minor Movement,0.1393,Restless,0.75,
89,676.4,690.8,Minor Movement,0.1107,Restless,0.75,
90,684.0,698.4,Minor Movement,0.1429,Restless,0.75,
91,691.6,706.0,Minor Movement,0.1922,Restless,0.75,
92,699.2,713.6,Minor Movement,0.1823,Restless,0.75,
93,706.8,721.2,Minor Movement,0.1186,Restless,0.75,
94,714.4,728.8,Minor Movement,0.1743,Restless,0.75,
95,722.0,736.4,Minor Movement,0.1811,Restless,0.75,
96,729.6,744.0,Minor Movement,0.1596,Restless,0.75,
97,737.2,751.6,Minor Movement,0.1575,Restless,0.75,
98,744.8,759.2,Minor Movement,0.1374,Restless,0.75,
99,752.4,766.8,Minor Movement,0.1425,Restless,0.75,
100,760.0,774.4,Minor Movement,0.127,Restless,0.75,
101,767.6,782.0,Minor Movement,0.1119,Restless,0.75,
102,775.2,789.6,Minor Movement,0.1211,Restless,0.75,
103,782.8,797.2,Minor Movement,0.1495,Restless,0.75,
104,790.4,804.8,Minor Movement,0.1394,Restless,0.75,
105,798.0,812.4,Minor Movement,0.1346,Restless,0.75,
106,805.6,820.0,Minor Movement,0.171,Restless,0.75,
107,813.2,827.6,Minor Movement,0.1398,Restless,0.75,
108,820.8,835.2,Minor Movement,0.1069,Restless,0.75,
109,828.4,842.8,Minor Movement,0.1563,Restless,0.75,
110,836.0,850.4,Minor Movement,0.2499,Active,0.652,
111,843.6,858.0,Minor Movement,0.2809,Active,0.743,
112,851.2,865.6,Minor Movement,0.2323,Active,0.615,
113,858.8,873.2,Minor Movement,0.1555,Restless,0.75,
114,866.4,880.8,Minor Movement,0.1507,Restless,0.75,
115,874.0,888.4,Minor Movement,0.1523,Restless,0.75,
116,881.6,896.0,Minor Movement,0.1404,Restless,0.75,
117,889.2,903.6,Minor Movement,0.159,Restless,0.75,
118,896.8,911.2,Minor Movement,0.147,Restless,0.75,
119,904.4,918.8,Minor Movement,0.1486,Restless,0.75,
120,912.0,926.4,Minor Movement,0.1532,Restless,0.75,
121,919.6,934.0,Minor Movement,0.1866,Restless,0.75,
122,927.2,941.6,Minor Movement,0.1982,Restless,0.75,
123,934.8,949.2,Minor Movement,0.1387,Restless,0.75,
124,942.4,956.8,Minor Movement,0.1362,Restless,0.75,
125,950.0,964.4,Minor Movement,0.1481,Restless,0.75,
126,957.6,972.0,Minor Movement,0.2063,Active,0.613,
127,965.2,979.6,Minor Movement,0.2225,Active,0.669,
128,972.8,987.2,Minor Movement,0.1402,Restless,0.75,
129,980.4,994.8,Minor Movement,0.1224,Restless,0.75,
130,988.0,1002.4,Minor Movement,0.1616,Restless,0.75,
131,995.6,1010.0,Minor Movement,0.1514,Restless,0.75,
132,1003.2,1017.6,Minor Movement,0.1513,Restless,0.75,
133,1010.8,1025.2,Minor Movement,0.1778,Restless,0.75,
134,1018.4,1032.8,Minor Movement,0.1807,Restless,0.75,
135,1026.0,1040.4,Minor Movement,0.1367,Restless,0.75,
136,1033.6,1048.0,Minor Movement,0.1519,Restless,0.75,
137,1041.2,1055.6,Minor Movement,0.1776,Restless,0.75,
138,1048.8,1063.2,Minor Movement,0.1488,Restless,0.75,
139,1056.4,1070.8,Minor Movement,0.1354,Restless,0.75,
140,1064.0,1078.4,Minor Movement,0.1422,Restless,0.75,
141,1071.6,1086.0,Minor Movement,0.1287,Restless,0.75,
142,1079.2,1093.6,Minor Movement,0.1203,Restless,0.75,
143,1086.8,1101.2,Minor Movement,0.1121,Restless,0.75,
144,1094.4,1108.8,Minor Movement,0.1385,Restless,0.75,
145,1102.0,1116.4,Minor Movement,0.1315,Restless,0.75,
146,1109.6,1124.0,Minor Movement,0.1435,Restless,0.75,
147,1117.2,1131.6,Minor Movement,0.1724,Restless,0.75,
148,1124.8,1139.2,Minor Movement,0.1427,Restless,0.75,
149,1132.4,1146.8,Minor Movement,0.1388,Restless,0.75,
150,1140.0,1154.4,Minor Movement,0.1465,Restless,0.75,
151,1147.6,1162.0,Minor Movement,0.1443,Restless,0.75,
152,1155.2,1169.6,Minor Movement,0.1576,Restless,0.75,
153,1162.8,1177.2,Minor Movement,0.1645,Restless,0.75,
154,1170.4,1184.8,Minor Movement,0.1651,Restless,0.75,
155,1178.0,1192.4,Minor Movement,0.1527,Restless,0.75,
156,1185.6,1200.0,Minor Movement,0.1465,Restless,0.75,
157,1193.2,1207.6,Minor Movement,0.1432,Restless,0.75,
158,1200.8,1215.2,Minor Movement,0.1433,Restless,0.75,
159,1208.4,1222.8,Minor Movement,0.1361,Restless,0.75,
160,1216.0,1230.4,Minor Movement,0.1451,Restless,0.75,
161,1223.6,1238.0,Minor Movement,0.1317,Restless,0.75,
162,1231.2,1245.6,Minor Movement,0.134,Restless,0.75,
163,1238.8,1253.2,Minor Movement,0.1583,Restless,0.75,
164,1246.4,1260.8,Minor Movement,0.1588,Restless,0.75,
165,1254.0,1268.4,Minor Movement,0.191,Active,0.572,
166,1261.6,1276.0,Minor Movement,0.2059,Active,0.617,
167,1269.2,1283.6,Minor Movement,0.1736,Restless,0.75,
168,1276.8,1291.2,Minor Movement,0.1302,Restless,0.75,
169,1284.4,1298.8,Minor Movement,0.1391,Restless,0.75,
170,1292.0,1306.4,Minor Movement,0.1567,Restless,0.75,
171,1299.6,1314.0,Minor Movement,0.1661,Restless,0.75,
172,1307.2,1321.6,Minor Movement,0.1777,Restless,0.75,
173,1314.8,1329.2,Minor Movement,0.15,Restless,0.75,
174,1322.4,1336.8,Minor Movement,0.1438,Restless,0.75,
175,1330.0,1344.4,Minor Movement,0.1378,Restless,0.75,
176,1337.6,1352.0,Minor Movement,0.1432,Restless,0.75,
177,1345.2,1359.6,Minor Movement,0.1513,Restless,0.75,
178,1352.8,1367.2,Minor Movement,0.1893,Active,0.569,
179,1360.4,1374.8,Minor Movement,0.1826,Restless,0.75,
180,1368.0,1382.4,Minor Movement,0.1522,Restless,0.75,
181,1375.6,1390.0,Minor Movement,0.1502,Restless,0.75,
182,1383.2,1397.6,Minor Movement,0.1504,Restless,0.75,
183,1390.8,1405.2,Minor Movement,0.1397,Restless,0.75,
184,1398.4,1412.8,Minor Movement,0.142,Restless,0.75,
185,1406.0,1420.4,Minor Movement,0.1584,Restless,0.75,
186,1413.6,1428.0,Minor Movement,0.1754,Restless,0.75,
187,1421.2,1435.6,Minor Movement,0.1548,Restless,0.75,
188,1428.8,1443.2,Minor Movement,0.1334,Restless,0.75,
189,1436.4,1450.8,Minor Movement,0.1498,Restless,0.75,
190,1444.0,1458.4,Minor Movement,0.1619,Restless,0.75,
191,1451.6,1466.0,Minor Movement,0.1998,Active,0.597,
192,1459.2,1473.6,Minor Movement,0.2037,Active,0.611,
193,1466.8,1481.2,Minor Movement,0.1319,Restless,0.75,
194,1474.4,1488.8,Minor Movement,0.1356,Restless,0.75,
195,1482.0,1496.4,Minor Movement,0.1138,Restless,0.75,
196,1489.6,1504.0,Still,0.0982,Restless,0.75,
197,1497.2,1511.6,Minor Movement,0.1515,Restless,0.75,
198,1504.8,1519.2,Minor Movement,0.1614,Restless,0.75,
199,1512.4,1526.8,Minor Movement,0.2007,Active,0.599,
200,1520.0,1534.4,Minor Movement,0.2105,Active,0.637,
201,1527.6,1542.0,Minor Movement,0.173,Restless,0.75,
202,1535.2,1549.6,Minor Movement,0.153,Restless,0.75,
203,1542.8,1557.2,Minor Movement,0.1244,Restless,0.75,
204,1550.4,1564.8,Minor Movement,0.12,Restless,0.75,
205,1558.0,1572.4,Minor Movement,0.1276,Restless,0.75,
206,1565.6,1580.0,Minor Movement,0.1363,Restless,0.75,
207,1573.2,1587.6,Minor Movement,0.1532,Restless,0.75,
208,1580.8,1595.2,Minor Movement,0.156,Restless,0.75,
209,1588.4,1602.8,Minor Movement,0.1678,Restless,0.75,
210,1596.0,1610.4,Minor Movement,0.1295,Restless,0.75,
211,1603.6,1618.0,Minor Movement,0.1259,Restless,0.75,
212,1611.2,1625.6,Minor Movement,0.1411,Restless,0.75,
213,1618.8,1633.2,Minor Movement,0.137,Restless,0.75,
214,1626.4,1640.8,Minor Movement,0.1358,Restless,0.75,
215,1634.0,1648.4,Minor Movement,0.1432,Restless,0.75,
216,1641.6,1656.0,Minor Movement,0.1382,Restless,0.75,
217,1649.2,1663.6,Minor Movement,0.1414,Restless,0.75,
218,1656.8,1671.2,Minor Movement,0.1626,Restless,0.75,
219,1664.4,1678.8,Minor Movement,0.1285,Restless,0.75,
220,1672.0,1686.4,Minor Movement,0.1451,Restless,0.75,
221,1679.6,1694.0,Minor Movement,0.2037,Active,0.606,
222,1687.2,1701.6,Minor Movement,0.1822,Active,0.541,
223,1694.8,1709.2,Minor Movement,0.1644,Restless,0.75,
224,1702.4,1716.8,Minor Movement,0.1817,Restless,0.75,
225,1710.0,1724.4,Minor Movement,0.1578,Restless,0.75,
226,1717.6,1732.0,Minor Movement,0.1562,Restless,0.75,
227,1725.2,1739.6,Minor Movement,0.1844,Active,0.553,
228,1732.8,1747.2,Minor Movement,0.175,Restless,0.75,
229,1740.4,1754.8,Minor Movement,0.1564,Restless,0.75,
230,1748.0,1762.4,Minor Movement,0.1213,Restless,0.75,
231,1755.6,1770.0,Minor Movement,0.119,Restless,0.75,
232,1763.2,1777.6,Minor Movement,0.1304,Restless,0.75,
233,1770.8,1785.2,Minor Movement,0.1537,Restless,0.75,
234,1778.4,1792.8,Minor Movement,0.151,Restless,0.75,
235,1786.0,1800.4,Minor Movement,0.1632,Restless,0.75,
236,1793.6,1808.0,Minor Movement,0.1511,Restless,0.75,
237,1801.2,1815.6,Minor Movement,0.116,Restless,0.75,
238,1808.8,1823.2,Minor Movement,0.1196,Restless,0.75,
239,1816.4,1830.8,Minor Movement,0.124,Restless,0.75,
240,1824.0,1838.4,Minor Movement,0.1283,Restless,0.75,
241,1831.6,1846.0,Minor Movement,0.1695,Restless,0.75,
242,1839.2,1853.6,Minor Movement,0.1601,Restless,0.75,
243,1846.8,1861.2,Minor Movement,0.1331,Restless,0.75,
244,1854.4,1868.8,Minor Movement,0.1524,Restless,0.75,
245,1862.0,1876.4,Minor Movement,0.1781,Restless,0.75,
246,1869.6,1884.0,Minor Movement,0.1856,Active,0.56,
247,1877.2,1891.6,Minor Movement,0.218,Active,0.649,
248,1884.8,1899.2,Minor Movement,0.1886,Active,0.567,
249,1892.4,1906.8,Minor Movement,0.1507,Restless,0.75,
250,1900.0,1914.4,Minor Movement,0.1736,Restless,0.75,
251,1907.6,1922.0,Minor Movement,0.1813,Active,0.54,
252,1915.2,1929.6,Minor Movement,0.1784,Restless,0.75,
253,1922.8,1937.2,Minor Movement,0.148,Restless,0.75,
254,1930.4,1944.8,Minor Movement,0.1647,Restless,0.75,
255,1938.0,1952.4,Minor Movement,0.2009,Active,0.596,
256,1945.6,1960.0,Minor Movement,0.1657,Restless,0.75,
257,1953.2,1967.6,Minor Movement,0.1282,Restless,0.75,
258,1960.8,1975.2,Minor Movement,0.1443,Restless,0.75,
259,1968.4,1982.8,Minor Movement,0.1401,Restless,0.75,
260,1976.0,1990.4,Minor Movement,0.1618,Restless,0.75,
261,1983.6,1998.0,Minor Movement,0.1671,Restless,0.75,
262,1991.2,2005.6,Minor Movement,0.1468,Restless,0.75,
263,1998.8,2013.2,Minor Movement,0.1435,Restless,0.75,
264,2006.4,2020.8,Minor Movement,0.1551,Restless,0.75,
265,2014.0,2028.4,Minor Movement,0.1535,Restless,0.75,
266,2021.6,2036.0,Minor Movement,0.1577,Restless,0.75,
267,2029.2,2043.6,Minor Movement,0.1997,Active,0.587,
268,2036.8,2051.2,Minor Movement,0.1999,Active,0.602,
269,2044.4,2058.8,Minor Movement,0.1757,Restless,0.75,
270,2052.0,2066.4,Minor Movement,0.1567,Restless,0.75,
271,2059.6,2074.0,Minor Movement,0.1377,Restless,0.75,
272,2067.2,2081.6,Minor Movement,0.1369,Restless,0.75,
273,2074.8,2089.2,Minor Movement,0.1415,Restless,0.75,
274,2082.4,2096.8,Minor Movement,0.1336,Restless,0.75,
275,2090.0,2104.4,Minor Movement,0.1103,Restless,0.75,
276,2097.6,2112.0,Minor Movement,0.1402,Restless,0.75,
277,2105.2,2119.6,Minor Movement,0.1935,Active,0.58,
278,2112.8,2127.2,Minor Movement,0.1642,Restless,0.75,
279,2120.4,2134.8,Minor Movement,0.1498,Restless,0.75,
280,2128.0,2142.4,Minor Movement,0.1675,Restless,0.75,
281,2135.6,2150.0,Minor Movement,0.1661,Restless,0.75,
282,2143.2,2157.6,Minor Movement,0.1677,Restless,0.75,
283,2150.8,2165.2,Minor Movement,0.1207,Restless,0.75,
284,2158.4,2172.8,Minor Movement,0.1276,Restless,0.75,
285,2166.0,2180.4,Minor Movement,0.1423,Restless,0.75,
286,2173.6,2188.0,Minor Movement,0.1549,Restless,0.75,
287,2181.2,2195.6,Minor Movement,0.1611,Restless,0.75,
288,2188.8,2203.2,Minor Movement,0.1296,Restless,0.75,
289,2196.4,2210.8,Minor Movement,0.1504,Restless,0.75,
290,2204.0,2218.4,Minor Movement,0.1631,Restless,0.75,
291,2211.6,2226.0,Minor Movement,0.1326,Restless,0.75,
292,2219.2,2233.6,Minor Movement,0.1373,Restless,0.75,
293,2226.8,2241.2,Minor Movement,0.1246,Restless,0.75,
294,2234.4,2248.8,Minor Movement,0.1243,Restless,0.75,
295,2242.0,2256.4,Minor Movement,0.1625,Restless,0.75,
296,2249.6,2264.0,Minor Movement,0.1787,Restless,0.75,
297,2257.2,2271.6,Minor Movement,0.1698,Restless,0.75,
298,2264.8,2279.2,Minor Movement,0.1472,Restless,0.75,
299,2272.4,2286.8,Minor Movement,0.1157,Restless,0.75,
300,2280.0,2294.4,Minor Movement,0.1227,Restless,0.75,
301,2287.6,2302.0,Minor Movement,0.1383,Restless,0.75,
302,2295.2,2309.6,Minor Movement,0.1151,Restless,0.75,
303,2302.8,2317.2,Still,0.0855,Restless,0.75,
304,2310.4,2324.8,Minor Movement,0.1337,Restless,0.75,
305,2318.0,2332.4,Minor Movement,0.179,Restless,0.75,
306,2325.6,2340.0,Minor Movement,0.158,Restless,0.75,
307,2333.2,2347.6,Minor Movement,0.1333,Restless,0.75,
308,2340.8,2355.2,Minor Movement,0.1662,Restless,0.75,
309,2348.4,2362.8,Minor Movement,0.1704,Restless,0.75,
310,2356.0,2370.4,Minor Movement,0.1314,Restless,0.75,
311,2363.6,2378.0,Minor Movement,0.1373,Restless,0.75,
312,2371.2,2385.6,Minor Movement,0.1654,Restless,0.75,
313,2378.8,2393.2,Minor Movement,0.1769,Restless,0.75,
314,2386.4,2400.8,Minor Movement,0.1666,Restless,0.75,
315,2394.0,2408.4,Minor Movement,0.1557,Restless,0.75,
316,2401.6,2416.0,Minor Movement,0.18,Restless,0.75,
317,2409.2,2423.6,Minor Movement,0.2011,Active,0.592,
318,2416.8,2431.2,Minor Movement,0.1699,Restless,0.75,
319,2424.4,2438.8,Minor Movement,0.1717,Restless,0.75,
320,2432.0,2446.4,Minor Movement,0.1891,Active,0.561,
321,2439.6,2454.0,Minor Movement,0.1835,Active,0.548,
322,2447.2,2461.6,Minor Movement,0.1706,Restless,0.75,
323,2454.8,2469.2,Minor Movement,0.1475,Restless,0.75,
324,2462.4,2476.8,Minor Movement,0.1571,Restless,0.75,
325,2470.0,2484.4,Minor Movement,0.1418,Restless,0.75,
326,2477.6,2492.0,Minor Movement,0.1379,Restless,0.75,
327,2485.2,2499.6,Minor Movement,0.163,Restless,0.75,
328,2492.8,2507.2,Minor Movement,0.1647,Restless,0.75,
329,2500.4,2514.8,Minor Movement,0.16,Restless,0.75,
330,2508.0,2522.4,Minor Movement,0.128,Restless,0.75,
331,2515.6,2530.0,Minor Movement,0.1522,Restless,0.75,
332,2523.2,2537.6,Minor Movement,0.1568,Restless,0.75,
333,2530.8,2545.2,Minor Movement,0.1237,Restless,0.75,
334,2538.4,2552.8,Minor Movement,0.1228,Restless,0.75,
335,2546.0,2560.4,Minor Movement,0.1357,Restless,0.75,
336,2553.6,2568.0,Minor Movement,0.1685,Restless,0.75,
337,2561.2,2575.6,Minor Movement,0.1685,Restless,0.75,
338,2568.8,2583.2,Minor Movement,0.1604,Restless,0.75,
339,2576.4,2590.8,Minor Movement,0.1759,Restless,0.75,
340,2584.0,2598.4,Minor Movement,0.1996,Active,0.59,
341,2591.6,2606.0,Minor Movement,0.2144,Active,0.647,
342,2599.2,2613.6,Minor Movement,0.1956,Active,0.584,
343,2606.8,2621.2,Minor Movement,0.1453,Restless,0.75,
344,2614.4,2628.8,Minor Movement,0.1535,Restless,0.75,
345,2622.0,2636.4,Minor Movement,0.158,Restless,0.75,
346,2629.6,2644.0,Minor Movement,0.1329,Restless,0.75,
347,2637.2,2651.6,Minor Movement,0.1527,Restless,0.75,
348,2644.8,2659.2,Minor Movement,0.1581,Restless,0.75,
349,2652.4,2666.8,Minor Movement,0.16,Restless,0.75,
350,2660.0,2674.4,Minor Movement,0.1799,Restless,0.75,
351,2667.6,2682.0,Minor Movement,0.1742,Restless,0.75,
352,2675.2,2689.6,Minor Movement,0.1827,Active,0.541,
353,2682.8,2697.2,Minor Movement,0.1536,Restless,0.75,
354,2690.4,2704.8,Minor Movement,0.1659,Restless,0.75,
355,2698.0,2712.4,Minor Movement,0.172,Restless,0.75,
356,2705.6,2720.0,Minor Movement,0.1496,Restless,0.75,
357,2713.2,2727.6,Minor Movement,0.153,Restless,0.75,
358,2720.8,2735.2,Minor Movement,0.1886,Active,0.564,
359,2728.4,2742.8,Minor Movement,0.163,Restless,0.75,
360,2736.0,2750.4,Minor Movement,0.1034,Restless,0.75,
361,2743.6,2758.0,Minor Movement,0.1187,Restless,0.75,
362,2751.2,2765.6,Minor Movement,0.157,Restless,0.75,
363,2758.8,2773.2,Minor Movement,0.1439,Restless,0.75,
364,2766.4,2780.8,Minor Movement,0.1172,Restless,0.75,
365,2774.0,2788.4,Minor Movement,0.1114,Restless,0.75,
366,2781.6,2796.0,Minor Movement,0.1309,Restless,0.75,
367,2789.2,2803.6,Minor Movement,0.1612,Restless,0.75,
368,2796.8,2811.2,Minor Movement,0.1411,Restless,0.75,
369,2804.4,2818.8,Minor Movement,0.1269,Restless,0.75,
370,2812.0,2826.4,Minor Movement,0.1475,Restless,0.75,
371,2819.6,2834.0,Minor Movement,0.1635,Restless,0.75,
372,2827.2,2841.6,Minor Movement,0.1497,Restless,0.75,
373,2834.8,2849.2,Minor Movement,0.1529,Restless,0.75,
374,2842.4,2856.8,Minor Movement,0.1848,Active,0.545,
375,2850.0,2864.4,Minor Movement,0.1584,Restless,0.75,
376,2857.6,2872.0,Minor Movement,0.136,Restless,0.75,
377,2865.2,2879.6,Minor Movement,0.1564,Restless,0.75,
378,2872.8,2887.2,Minor Movement,0.1374,Restless,0.75,
379,2880.4,2894.8,Minor Movement,0.1321,Restless,0.75,
380,2888.0,2902.4,Minor Movement,0.162,Restless,0.75,
381,2895.6,2910.0,Minor Movement,0.1714,Restless,0.75,
382,2903.2,2917.6,Minor Movement,0.1841,Active,0.54,
383,2910.8,2925.2,Minor Movement,0.1756,Restless,0.75,
384,2918.4,2932.8,Minor Movement,0.152,Restless,0.75,
385,2926.0,2940.4,Minor Movement,0.1804,Restless,0.75,
386,2933.6,2948.0,Minor Movement,0.1949,Active,0.583,
387,2941.2,2955.6,Minor Movement,0.1675,Restless,0.75,
388,2948.8,2963.2,Minor Movement,0.1625,Restless,0.75,
389,2956.4,2970.8,Minor Movement,0.1338,Restless,0.75,
390,2964.0,2978.4,Minor Movement,0.1168,Restless,0.75,
391,2971.6,2986.0,Minor Movement,0.112,Restless,0.75,
392,2979.2,2993.6,Minor Movement,0.1206,Restless,0.75,
393,2986.8,3001.2,Minor Movement,0.1534,Restless,0.75,
394,2994.4,3008.8,Minor Movement,0.152,Restless,0.75,
395,3002.0,3016.4,Minor Movement,0.1347,Restless,0.75,
396,3009.6,3024.0,Minor Movement,0.1073,Restless,0.75,
397,3017.2,3031.6,Minor Movement,0.1221,Restless,0.75,
398,3024.8,3039.2,Minor Movement,0.1418,Restless,0.75,
399,3032.4,3046.8,Minor Movement,0.1633,Restless,0.75,
400,3040.0,3054.4,Minor Movement,0.1684,Restless,0.75,
401,3047.6,3062.0,Minor Movement,0.1478,Restless,0.75,
402,3055.2,3069.6,Minor Movement,0.1496,Restless,0.75,
403,3062.8,3077.2,Minor Movement,0.197,Active,0.598,
404,3070.4,3084.8,Minor Movement,0.1751,Restless,0.75,
405,3078.0,3092.4,Minor Movement,0.1385,Restless,0.75,
406,3085.6,3100.0,Minor Movement,0.1576,Restless,0.75,
407,3093.2,3107.6,Minor Movement,0.1536,Restless,0.75,
408,3100.8,3115.2,Minor Movement,0.1471,Restless,0.75,
409,3108.4,3122.8,Minor Movement,0.1628,Restless,0.75,
410,3116.0,3130.4,Minor Movement,0.1503,Restless,0.75,
411,3123.6,3138.0,Minor Movement,0.137,Restless,0.75,
412,3131.2,3145.6,Minor Movement,0.1583,Restless,0.75,
413,3138.8,3153.2,Minor Movement,0.1535,Restless,0.75,
414,3146.4,3160.8,Minor Movement,0.1691,Restless,0.75,
415,3154.0,3168.4,Minor Movement,0.169,Restless,0.75,
416,3161.6,3176.0,Minor Movement,0.1568,Restless,0.75,
417,3169.2,3183.6,Minor Movement,0.1448,Restless,0.75,
418,3176.8,3191.2,Minor Movement,0.1263,Restless,0.75,
419,3184.4,3198.8,Minor Movement,0.1566,Restless,0.75,
420,3192.0,3206.4,Minor Movement,0.1461,Restless,0.75,
421,3199.6,3214.0,Minor Movement,0.133,Restless,0.75,
422,3207.2,3221.6,Minor Movement,0.1236,Restless,0.75,
423,3214.8,3229.2,Still,0.0981,Restless,0.75,
424,3222.4,3236.8,Minor Movement,0.108,Restless,0.75,
425,3230.0,3244.4,Minor Movement,0.1372,Restless,0.75,
426,3237.6,3252.0,Minor Movement,0.1708,Restless,0.75,
427,3245.2,3259.6,Minor Movement,0.1998,Active,0.589,
428,3252.8,3267.2,Minor Movement,0.1528,Restless,0.75,
429,3260.4,3274.8,Minor Movement,0.1342,Restless,0.75,
430,3268.0,3282.4,Minor Movement,0.1745,Restless,0.75,
431,3275.6,3290.0,Minor Movement,0.1713,Restless,0.75,
