epoch_index,timestamp_start,timestamp_end,motion_type,motion_score,posture_label,posture_confidence,associated_sleep_event
85,646.0,660.4,Major Movement,0.4174,Active,0.582,
86,653.6,668.0,Major Movement,0.4088,Active,0.564,
87,661.2,675.6,Major Movement,0.3996,Active,0.553,
88,668.8,683.2,Major Movement,0.3994,Active,0.551,
89,676.4,690.8,Major Movement,0.4185,Active,0.578,
90,684.0,698.4,Major Movement,0.4173,Active,0.583,
91,691.6,706.0,Major Movement,0.4117,Active,0.568,
92,699.2,713.6,Major Movement,0.4116,Active,0.565,
93,706.8,721.2,Major Movement,0.4033,Active,0.549,
94,714.4,728.8,Major Movement,0.4084,Active,0.566,
95,722.0,736.4,Major Movement,0.4094,Active,0.567,
96,729.6,744.0,Major Movement,0.3902,Restless,0.75,
97,737.2,751.6,Major Movement,0.3973,Active,0.544,
98,744.8,759.2,Major Movement,0.412,Active,0.569,
99,752.4,766.8,Major Movement,0.4197,Active,0.584,
100,760.0,774.4,Major Movement,0.4083,Active,0.563,
101,767.6,782.0,Major Movement,0.3944,Active,0.546,
102,775.2,789.6,Major Movement,0.3938,Active,0.543,
103,782.8,797.2,Major Movement,0.3967,Active,0.545,
104,790.4,804.8,Major Movement,0.398,Active,0.545,
105,798.0,812.4,Major Movement,0.4049,Active,0.554,
106,805.6,820.0,Major Movement,0.4081,Active,0.56,
107,813.2,827.6,Major Movement,0.4097,Active,0.56,
108,820.8,835.2,Major Movement,0.4047,Active,0.545,
109,828.4,842.8,Major Movement,0.406,Active,0.549,
110,836.0,850.4,Major Movement,0.4135,Active,0.566,
111,843.6,858.0,Major Movement,0.4034,Active,0.555,
112,851.2,865.6,Major Movement,0.4101,Active,0.572,
113,858.8,873.2,Major Movement,0.4057,Active,0.564,
114,866.4,880.8,Major Movement,0.4092,Active,0.569,
115,874.0,888.4,Major Movement,0.4107,Active,0.579,
116,881.6,896.0,Major Movement,0.4105,Active,0.574,
117,889.2,903.6,Major Movement,0.4159,Active,0.583,
118,896.8,911.2,Major Movement,0.4229,Active,0.587,
119,904.4,918.8,Major Movement,0.4133,Active,0.57,
120,912.0,926.4,Major Movement,0.4,Active,0.56,
121,919.6,934.0,Major Movement,0.4158,Active,0.574,
122,927.2,941.6,Major Movement,0.4247,Active,0.586,
123,934.8,949.2,Major Movement,0.4179,Active,0.583,
124,942.4,956.8,Major Movement,0.4098,Active,0.567,
125,950.0,964.4,Major Movement,0.4018,Active,0.558,
126,957.6,972.0,Major Movement,0.4065,Active,0.557,
127,965.2,979.6,Major Movement,0.4026,Active,0.548,
128,972.8,987.2,Major Movement,0.4005,Active,0.551,
129,980.4,994.8,Major Movement,0.419,Active,0.573,
130,988.0,1002.4,Major Movement,0.4221,Active,0.58,
131,995.6,1010.0,Major Movement,0.4194,Active,0.578,
132,1003.2,1017.6,Major Movement,0.4094,Active,0.556,
133,1010.8,1025.2,Major Movement,0.408,Active,0.558,
134,1018.4,1032.8,Major Movement,0.4101,Active,0.571,
135,1026.0,1040.4,Major Movement,0.4129,Active,0.571,
136,1033.6,1048.0,Major Movement,0.4147,Active,0.581,
137,1041.2,1055.6,Major Movement,0.4095,Active,0.56,
138,1048.8,1063.2,Major Movement,0.4012,Active,0.555,
139,1056.4,1070.8,Major Movement,0.4057,Active,0.562,
140,1064.0,1078.4,Major Movement,0.3924,Active,0.543,
141,1071.6,1086.0,Major Movement,0.3951,Active,0.544,
142,1079.2,1093.6,Major Movement,0.4053,Active,0.57,
143,1086.8,1101.2,Major Movement,0.411,Active,0.574,
144,1094.4,1108.8,Major Movement,0.4063,Active,0.563,
145,1102.0,1116.4,Major Movement,0.4018,Active,0.561,
146,1109.6,1124.0,Major Movement,0.4103,Active,0.566,
147,1117.2,1131.6,Major Movement,0.4208,Active,0.588,
148,1124.8,1139.2,Major Movement,0.4103,Active,0.565,
149,1132.4,1146.8,Major Movement,0.3989,Active,0.552,
150,1140.0,1154.4,Major Movement,0.4093,Active,0.562,
151,1147.6,1162.0,Major Movement,0.4151,Active,0.57,
152,1155.2,1169.6,Major Movement,0.411,Active,0.56,
153,1162.8,1177.2,Major Movement,0.4086,Active,0.554,
154,1170.4,1184.8,Major Movement,0.4052,Active,0.553,
155,1178.0,1192.4,Major Movement,0.4118,Active,0.568,
156,1185.6,1200.0,Major Movement,0.4169,Active,0.575,
157,1193.2,1207.6,Major Movement,0.4094,Active,0.565,
158,1200.8,1215.2,Major Movement,0.3964,Active,0.547,
159,1208.4,1222.8,Major Movement,0.3947,Active,0.548,
160,1216.0,1230.4,Major Movement,0.4173,Active,0.577,
161,1223.6,1238.0,Major Movement,0.4166,Active,0.582,
162,1231.2,1245.6,Major Movement,0.4052,Active,0.565,
163,1238.8,1253.2,Major Movement,0.4052,Active,0.562,
164,1246.4,1260.8,Major Movement,0.4028,Active,0.559,
165,1254.0,1268.4,Major Movement,0.3992,Active,0.561,
166,1261.6,1276.0,Major Movement,0.4054,Active,0.564,
167,1269.2,1283.6,Major Movement,0.4083,Active,0.572,
168,1276.8,1291.2,Major Movement,0.4044,Active,0.565,
169,1284.4,1298.8,Major Movement,0.388,Restless,0.75,
170,1292.0,1306.4,Major Movement,0.3817,Restless,0.75,
171,1299.6,1314.0,Major Movement,0.4043,Active,0.55,
172,1307.2,1321.6,Major Movement,0.4153,Active,0.573,
173,1314.8,1329.2,Major Movement,0.4068,Active,0.561,
174,1322.4,1336.8,Major Movement,0.403,Active,0.554,
175,1330.0,1344.4,Major Movement,0.4184,Active,0.58,
176,1337.6,1352.0,Major Movement,0.4138,Active,0.569,
177,1345.2,1359.6,Major Movement,0.4073,Active,0.557,
178,1352.8,1367.2,Major Movement,0.3923,Restless,0.75,
179,1360.4,1374.8,Major Movement,0.3942,Restless,0.75,
180,1368.0,1382.4,Major Movement,0.4158,Active,0.577,
181,1375.6,1390.0,Major Movement,0.4202,Active,0.586,
182,1383.2,1397.6,Major Movement,0.4134,Active,0.57,
183,1390.8,1405.2,Major Movement,0.4118,Active,0.562,
184,1398.4,1412.8,Major Movement,0.4075,Active,0.559,
185,1406.0,1420.4,Major Movement,0.4093,Active,0.565,
186,1413.6,1428.0,Major Movement,0.4089,Active,0.566,
187,1421.2,1435.6,Major Movement,0.4152,Active,0.569,
188,1428.8,1443.2,Major Movement,0.4183,Active,0.579,
189,1436.4,1450.8,Major Movement,0.4179,Active,0.577,
190,1444.0,1458.4,Major Movement,0.4125,Active,0.585,
191,1451.6,1466.0,Major Movement,0.4115,Active,0.571,
192,1459.2,1473.6,Major Movement,0.4086,Active,0.567,
193,1466.8,1481.2,Major Movement,0.4116,Active,0.564,
194,1474.4,1488.8,Major Movement,0.4039,Active,0.559,
195,1482.0,1496.4,Major Movement,0.3993,Active,0.552,
196,1489.6,1504.0,Major Movement,0.4107,Active,0.565,
197,1497.2,1511.6,Major Movement,0.4152,Active,0.573,
198,1504.8,1519.2,Major Movement,0.4061,Active,0.561,
199,1512.4,1526.8,Major Movement,0.4039,Active,0.553,
200,1520.0,1534.4,Major Movement,0.403,Active,0.553,
201,1527.6,1542.0,Major Movement,0.407,Active,0.558,
202,1535.2,1549.6,Major Movement,0.4027,Active,0.546,
203,1542.8,1557.2,Major Movement,0.4075,Active,0.557,
204,1550.4,1564.8,Major Movement,0.4197,Active,0.579,
205,1558.0,1572.4,Major Movement,0.4173,Active,0.573,
206,1565.6,1580.0,Major Movement,0.4056,Active,0.551,
207,1573.2,1587.6,Major Movement,0.4088,Active,0.561,
208,1580.8,1595.2,Major Movement,0.4114,Active,0.568,
209,1588.4,1602.8,Major Movement,0.4125,Active,0.57,
210,1596.0,1610.4,Major Movement,0.4116,Active,0.568,
211,1603.6,1618.0,Major Movement,0.4102,Active,0.566,
212,1611.2,1625.6,Major Movement,0.4202,Active,0.576,
213,1618.8,1633.2,Major Movement,0.4163,Active,0.576,
214,1626.4,1640.8,Major Movement,0.4199,Active,0.585,
215,1634.0,1648.4,Major Movement,0.4154,Active,0.58,
216,1641.6,1656.0,Major Movement,0.41,Active,0.569,
217,1649.2,1663.6,Major Movement,0.4092,Active,0.567,
218,1656.8,1671.2,Major Movement,0.4146,Active,0.573,
219,1664.4,1678.8,Major Movement,0.4055,Active,0.567,
220,1672.0,1686.4,Major Movement,0.4129,Active,0.582,
221,1679.6,1694.0,Major Movement,0.4136,Active,0.576,
222,1687.2,1701.6,Major Movement,0.4109,Active,0.56,
223,1694.8,1709.2,Major Movement,0.3987,Active,0.546,
224,1702.4,1716.8,Major Movement,0.4144,Active,0.577,
225,1710.0,1724.4,Major Movement,0.4167,Active,0.584,
226,1717.6,1732.0,Major Movement,0.4092,Active,0.568,
227,1725.2,1739.6,Major Movement,0.4004,Active,0.549,
228,1732.8,1747.2,Major Movement,0.4015,Active,0.555,
229,1740.4,1754.8,Major Movement,0.397,Active,0.548,
230,1748.0,1762.4,Major Movement,0.3943,Restless,0.75,
231,1755.6,1770.0,Major Movement,0.4001,Active,0.547,
232,1763.2,1777.6,Major Movement,0.4062,Active,0.557,
233,1770.8,1785.2,Major Movement,0.4164,Active,0.567,
234,1778.4,1792.8,Major Movement,0.4129,Active,0.564,
235,1786.0,1800.4,Major Movement,0.4145,Active,0.57,
236,1793.6,1808.0,Major Movement,0.4243,Active,0.597,
237,1801.2,1815.6,Major Movement,0.4241,Active,0.591,
238,1808.8,1823.2,Major Movement,0.4058,Active,0.554,
239,1816.4,1830.8,Major Movement,0.4065,Active,0.558,
240,1824.0,1838.4,Major Movement,0.4114,Active,0.565,
241,1831.6,1846.0,Major Movement,0.3962,Active,0.551,
242,1839.2,1853.6,Major Movement,0.4115,Active,0.572,
243,1846.8,1861.2,Major Movement,0.41,Active,0.573,
244,1854.4,1868.8,Major Movement,0.4033,Active,0.557,
245,1862.0,1876.4,Major Movement,0.4042,Active,0.551,
246,1869.6,1884.0,Major Movement,0.4076,Active,0.565,
247,1877.2,1891.6,Major Movement,0.4047,Active,0.56,
248,1884.8,1899.2,Major Movement,0.4108,Active,0.567,
249,1892.4,1906.8,Major Movement,0.4206,Active,0.588,
250,1900.0,1914.4,Major Movement,0.4057,Active,0.552,
251,1907.6,1922.0,Major Movement,0.3969,Active,0.546,
252,1915.2,1929.6,Major Movement,0.4033,Active,0.557,
253,1922.8,1937.2,Major Movement,0.4086,Active,0.562,
254,1930.4,1944.8,Major Movement,0.4194,Active,0.579,
255,1938.0,1952.4,Major Movement,0.4189,Active,0.584,
256,1945.6,1960.0,Major Movement,0.4134,Active,0.567,
257,1953.2,1967.6,Major Movement,0.4064,Active,0.565,
258,1960.8,1975.2,Major Movement,0.4054,Active,0.564,
259,1968.4,1982.8,Major Movement,0.4032,Active,0.557,
260,1976.0,1990.4,Major Movement,0.4196,Active,0.582,
261,1983.6,1998.0,Major Movement,0.4073,Active,0.559,
262,1991.2,2005.6,Major Movement,0.4099,Active,0.56,
263,1998.8,2013.2,Major Movement,0.4147,Active,0.581,
264,2006.4,2020.8,Major Movement,0.4047,Active,0.558,
265,2014.0,2028.4,Major Movement,0.4013,Active,0.56,
266,2021.6,2036.0,Major Movement,0.4093,Active,0.561,
267,2029.2,2043.6,Major Movement,0.4111,Active,0.57,
268,2036.8,2051.2,Major Movement,0.4089,Active,0.562,
269,2044.4,2058.8,Major Movement,0.4053,Active,0.56,
270,2052.0,2066.4,Major Movement,0.4114,Active,0.572,
271,2059.6,2074.0,Major Movement,0.4049,Active,0.559,
272,2067.2,2081.6,Major Movement,0.4066,Active,0.568,
273,2074.8,2089.2,Major Movement,0.4015,Active,0.555,
274,2082.4,2096.8,Major Movement,0.3937,Active,0.541,
275,2090.0,2104.4,Major Movement,0.393,Active,0.541,
276,2097.6,2112.0,Major Movement,0.4006,Active,0.545,
277,2105.2,2119.6,Major Movement,0.4126,Active,0.566,
278,2112.8,2127.2,Major Movement,0.4082,Active,0.556,
279,2120.4,2134.8,Major Movement,0.4019,Active,0.545,
280,2128.0,2142.4,Major Movement,0.4119,Active,0.57,
281,2135.6,2150.0,Major Movement,0.4236,Active,0.592,
282,2143.2,2157.6,Major Movement,0.4213,Active,0.585,
283,2150.8,2165.2,Major Movement,0.4102,Active,0.57,
284,2158.4,2172.8,Major Movement,0.4011,Active,0.552,
285,2166.0,2180.4,Major Movement,0.3938,Active,0.539,
286,2173.6,2188.0,Major Movement,0.4046,Active,0.56,
287,2181.2,2195.6,Major Movement,0.4073,Active,0.564,
288,2188.8,2203.2,Major Movement,0.4046,Active,0.561,
289,2196.4,2210.8,Major Movement,0.4117,Active,0.569,
290,2204.0,2218.4,Major Movement,0.4214,Active,0.587,
291,2211.6,2226.0,Major Movement,0.4165,Active,0.58,
292,2219.2,2233.6,Major Movement,0.3965,Active,0.552,
293,2226.8,2241.2,Major Movement,0.4027,Active,0.548,
294,2234.4,2248.8,Major Movement,0.4059,Active,0.551,
295,2242.0,2256.4,Major Movement,0.4064,Active,0.564,
296,2249.6,2264.0,Major Movement,0.4043,Active,0.563,
297,2257.2,2271.6,Major Movement,0.3936,Active,0.542,
298,2264.8,2279.2,Major Movement,0.4008,Active,0.551,
299,2272.4,2286.8,Major Movement,0.4058,Active,0.557,
300,2280.0,2294.4,Major Movement,0.4211,Active,0.588,
301,2287.6,2302.0,Major Movement,0.4119,Active,0.565,
302,2295.2,2309.6,Major Movement,0.3897,Restless,0.75,
303,2302.8,2317.2,Major Movement,0.4018,Active,0.54,
304,2310.4,2324.8,Major Movement,0.3985,Active,0.547,
305,2318.0,2332.4,Major Movement,0.4043,Active,0.546,
306,2325.6,2340.0,Major Movement,0.4083,Active,0.551,
307,2333.2,2347.6,Major Movement,0.3987,Active,0.544,
308,2340.8,2355.2,Major Movement,0.4043,Active,0.558,
309,2348.4,2362.8,Major Movement,0.4029,Active,0.56,
310,2356.0,2370.4,Major Movement,0.4009,Active,0.552,
311,2363.6,2378.0,Major Movement,0.4043,Active,0.557,
312,2371.2,2385.6,Major Movement,0.426,Active,0.586,
313,2378.8,2393.2,Major Movement,0.4149,Active,0.565,
314,2386.4,2400.8,Major Movement,0.402,Active,0.547,
315,2394.0,2408.4,Major Movement,0.4135,Active,0.573,
316,2401.6,2416.0,Major Movement,0.4036,Active,0.563,
317,2409.2,2423.6,Major Movement,0.3935,Active,0.55,
318,2416.8,2431.2,Major Movement,0.4003,Active,0.558,
319,2424.4,2438.8,Major Movement,0.4102,Active,0.57,
320,2432.0,2446.4,Major Movement,0.4144,Active,0.571,
321,2439.6,2454.0,Major Movement,0.4181,Active,0.588,
322,2447.2,2461.6,Major Movement,0.4128,Active,0.567,
323,2454.8,2469.2,Major Movement,0.3951,Active,0.54,
324,2462.4,2476.8,Major Movement,0.4088,Active,0.559,
325,2470.0,2484.4,Major Movement,0.4145,Active,0.571,
326,2477.6,2492.0,Major Movement,0.422,Active,0.583,
327,2485.2,2499.6,Major Movement,0.4216,Active,0.585,
328,2492.8,2507.2,Major Movement,0.4097,Active,0.568,
329,2500.4,2514.8,Major Movement,0.4137,Active,0.567,
330,2508.0,2522.4,Major Movement,0.4163,Active,0.571,
331,2515.6,2530.0,Major Movement,0.4081,Active,0.556,
332,2523.2,2537.6,Major Movement,0.3987,Active,0.54,
333,2530.8,2545.2,Major Movement,0.406,Active,0.558,
334,2538.4,2552.8,Major Movement,0.4049,Active,0.556,
335,2546.0,2560.4,Major Movement,0.4152,Active,0.575,
336,2553.6,2568.0,Major Movement,0.412,Active,0.571,
337,2561.2,2575.6,Major Movement,0.4158,Active,0.577,
338,2568.8,2583.2,Major Movement,0.4223,Active,0.592,
339,2576.4,2590.8,Major Movement,0.4242,Active,0.597,
340,2584.0,2598.4,Major Movement,0.4132,Active,0.579,
341,2591.6,2606.0,Major Movement,0.4042,Active,0.558,
342,2599.2,2613.6,Major Movement,0.415,Active,0.573,
343,2606.8,2621.2,Major Movement,0.4219,Active,0.584,
344,2614.4,2628.8,Major Movement,0.4068,Active,0.561,
345,2622.0,2636.4,Major Movement,0.4035,Active,0.552,
346,2629.6,2644.0,Major Movement,0.4175,Active,0.579,
347,2637.2,2651.6,Major Movement,0.4277,Active,0.598,
348,2644.8,2659.2,Major Movement,0.4109,Active,0.571,
349,2652.4,2666.8,Major Movement,0.4012,Active,0.553,Motion
350,2660.0,2674.4,Major Movement,0.3953,Active,0.548,Motion
351,2667.6,2682.0,Major Movement,0.4034,Active,0.553,Motion
352,2675.2,2689.6,Major Movement,0.4127,Active,0.574,Motion
353,2682.8,2697.2,Major Movement,0.4014,Active,0.543,Motion
354,2690.4,2704.8,Major Movement,0.4603,Active,0.604,Motion
355,2698.0,2712.4,Major Movement,0.5045,Active,0.694,Motion
356,2705.6,2720.0,Major Movement,0.5205,Active,0.74,Motion
357,2713.2,2727.6,Major Movement,0.5283,Active,0.781,Motion
358,2720.8,2735.2,Major Movement,0.4895,Active,0.747,Motion
359,2728.4,2742.8,Major Movement,0.4815,Active,0.702,Motion
360,2736.0,2750.4,Major Movement,0.4961,Active,0.689,Motion
361,2743.6,2758.0,Major Movement,0.4792,Active,0.673,Motion
362,2751.2,2765.6,Major Movement,0.4356,Active,0.592,Motion
363,2758.8,2773.2,Major Movement,0.405,Active,0.565,Motion
364,2766.4,2780.8,Major Movement,0.443,Active,0.648,Motion
365,2774.0,2788.4,Major Movement,0.4957,Active,0.706,Motion
366,2781.6,2796.0,Major Movement,0.5148,Active,0.736,Motion
367,2789.2,2803.6,Major Movement,0.4824,Active,0.709,Motion
368,2796.8,2811.2,Major Movement,0.4829,Active,0.718,Motion
369,2804.4,2818.8,Major Movement,0.4835,Active,0.69,Motion
370,2812.0,2826.4,Major Movement,0.475,Active,0.656,Motion
371,2819.6,2834.0,Major Movement,0.4708,Active,0.665,Motion
372,2827.2,2841.6,Major Movement,0.4855,Active,0.711,Motion
373,2834.8,2849.2,Major Movement,0.44,Active,0.631,Motion
374,2842.4,2856.8,Major Movement,0.425,Active,0.611,Motion
375,2850.0,2864.4,Major Movement,0.4416,Active,0.623,Motion
376,2857.6,2872.0,Major Movement,0.4343,Active,0.58,Motion
377,2865.2,2879.6,Major Movement,0.4647,Active,0.636,Motion
378,2872.8,2887.2,Major Movement,0.4904,Active,0.706,Motion
379,2880.4,2894.8,Major Movement,0.4916,Active,0.713,Motion
380,2888.0,2902.4,Major Movement,0.4918,Active,0.722,Motion
381,2895.6,2910.0,Major Movement,0.4711,Active,0.677,Motion
382,2903.2,2917.6,Major Movement,0.4578,Active,0.606,Motion
383,2910.8,2925.2,Major Movement,0.45,Active,0.609,Motion
384,2918.4,2932.8,Major Movement,0.4597,Active,0.623,Motion
385,2926.0,2940.4,Major Movement,0.5112,Active,0.727,Motion
386,2933.6,2948.0,Major Movement,0.5047,Active,0.696,Motion
387,2941.2,2955.6,Major Movement,0.4984,Active,0.688,Motion
388,2948.8,2963.2,Major Movement,0.5176,Active,0.763,Motion
389,2956.4,2970.8,Major Movement,0.5305,Active,0.784,Motion
390,2964.0,2978.4,Major Movement,0.4962,Active,0.706,Motion
391,2971.6,2986.0,Major Movement,0.4673,Active,0.628,Motion
392,2979.2,2993.6,Major Movement,0.4763,Active,0.647,Motion
393,2986.8,3001.2,Major Movement,0.4656,Active,0.677,Motion
394,2994.4,3008.8,Major Movement,0.4761,Active,0.67,Motion
395,3002.0,3016.4,Major Movement,0.4904,Active,0.726,Motion
396,3009.6,3024.0,Major Movement,0.4837,Active,0.707,Motion
397,3017.2,3031.6,Major Movement,0.4694,Active,0.661,Motion
398,3024.8,3039.2,Major Movement,0.4702,Active,0.64,Motion
399,3032.4,3046.8,Major Movement,0.4561,Active,0.598,Motion
400,3040.0,3054.4,Major Movement,0.4526,Active,0.61,Motion
401,3047.6,3062.0,Major Movement,0.4424,Active,0.61,Motion
402,3055.2,3069.6,Major Movement,0.4204,Active,0.554,Motion
403,3062.8,3077.2,Major Movement,0.438,Active,0.59,Motion
404,3070.4,3084.8,Major Movement,0.4718,Active,0.645,Motion
405,3078.0,3092.4,Major Movement,0.4328,Active,0.591,Motion
406,3085.6,3100.0,Major Movement,0.4317,Active,0.57,Motion
407,3093.2,3107.6,Major Movement,0.4839,Active,0.67,Motion
408,3100.8,3115.2,Major Movement,0.4704,Active,0.667,Motion
409,3108.4,3122.8,Major Movement,0.4578,Active,0.657,Motion
410,3116.0,3130.4,Major Movement,0.4848,Active,0.674,Motion
411,3123.6,3138.0,Major Movement,0.5015,Active,0.733,Motion
412,3131.2,3145.6,Major Movement,0.494,Active,0.73,Motion
413,3138.8,3153.2,Major Movement,0.4758,Active,0.667,Motion
414,3146.4,3160.8,Major Movement,0.4331,Active,0.597,Motion
415,3154.0,3168.4,Major Movement,0.4681,Active,0.664,Motion
416,3161.6,3176.0,Major Movement,0.4789,Active,0.669,Motion
417,3169.2,3183.6,Major Movement,0.4406,Active,0.617,Motion
418,3176.8,3191.2,Major Movement,0.4791,Active,0.677,Motion
419,3184.4,3198.8,Major Movement,0.4934,Active,0.686,Motion
420,3192.0,3206.4,Major Movement,0.4684,Active,0.659,Motion
421,3199.6,3214.0,Major Movement,0.4392,Active,0.611,Motion
422,3207.2,3221.6,Major Movement,0.4749,Active,0.652,Motion
423,3214.8,3229.2,Major Movement,0.4942,Active,0.708,Motion
424,3222.4,3236.8,Major Movement,0.4728,Active,0.644,Motion
425,3230.0,3244.4,Major Movement,0.485,Active,0.662,Motion
426,3237.6,3252.0,Major Movement,0.4768,Active,0.68,Motion
427,3245.2,3259.6,Major Movement,0.4707,Active,0.687,Motion
428,3252.8,3267.2,Major Movement,0.4738,Active,0.68,Motion
429,3260.4,3274.8,Major Movement,0.4955,Active,0.674,Motion
430,3268.0,3282.4,Major Movement,0.4866,Active,0.646,Motion
431,3275.6,3290.0,Major Movement,0.4896,Active,0.684,Motion
432,3283.2,3297.6,Major Movement,0.5022,Active,0.71,Motion
433,3290.8,3305.2,Major Movement,0.5034,Active,0.706,Motion
434,3298.4,3312.8,Major Movement,0.4961,Active,0.694,Motion
435,3306.0,3320.4,Major Movement,0.4511,Active,0.596,Motion
436,3313.6,3328.0,Major Movement,0.4097,Active,0.539,Motion
437,3321.2,3335.6,Major Movement,0.4482,Active,0.641,Motion
438,3328.8,3343.2,Major Movement,0.4551,Active,0.644,Motion
439,3336.4,3350.8,Major Movement,0.4485,Active,0.633,Motion
440,3344.0,3358.4,Major Movement,0.4714,Active,0.643,Motion
441,3351.6,3366.0,Major Movement,0.5008,Active,0.684,Motion
442,3359.2,3373.6,Major Movement,0.5128,Active,0.726,Motion
443,3366.8,3381.2,Major Movement,0.4878,Active,0.696,Motion
444,3374.4,3388.8,Major Movement,0.4762,Active,0.673,Motion
445,3382.0,3396.4,Major Movement,0.4594,Active,0.659,Motion
446,3389.6,3404.0,Major Movement,0.4393,Active,0.615,Motion
447,3397.2,3411.6,Major Movement,0.4409,Active,0.616,Motion
