time_sec,phase,chest_displacement,breathing_wave,heart_wave
1.75,0.19691395379645743,0.19691395379645743,0.097508516759086,0.027984916859204453
1.8,0.11461294715211902,0.11461294715211902,0.08857276968823569,0.03147416283118294
1.85,0.033136846224112816,0.033136846224112816,0.07836776322308803,0.02819289088781607
1.9,0.05283046994775791,0.05283046994775791,0.05511289083504563,0.017816914617740622
1.95,-0.050475740903473745,-0.050475740903473745,0.04579659940659033,0.005494721040289394
2.0,-0.03763665539494286,-0.03763665539494286,0.022128571581793974,-0.00901038612274186
2.05,0.048941205394508476,0.048941205394508476,-0.010464466059070646,-0.02208506464693022
2.1,-0.030887094404075707,-0.030887094404075707,-0.02290824659728008,-0.028070054551376483
2.15,-0.0031256408756702783,-0.0031256408756702783,-0.04758232872719102,-0.029227649724304215
2.2,-0.11881965272635664,-0.11881965272635664,-0.054351249745283395,-0.02230083270738827
2.25,-0.1885626397018182,-0.1885626397018182,-0.0657311607944812,-0.011160890073677487
2.3,-0.36987117506805084,-0.36987117506805084,-0.06301556227576761,0.003842341381821809
2.35,-0.47577058752022494,-0.47577058752022494,-0.06867133435742782,0.017307226172853633
2.4,-0.6049415661529521,-0.6049415661529521,-0.07109140179825904,0.027698311411819724
2.45,-0.7243282914939135,-0.7243282914939135,-0.0743478787658414,0.03243576400564779
2.5,-0.7485385378647125,-0.7485385378647125,-0.08867991885190207,0.029395902705868983
2.55,-0.7088103501808948,-0.7088103501808948,-0.1102052453853595,0.01944059952030166
2.6,-0.722950685692679,-0.722950685692679,-0.12459080763363645,0.005981093753319742
2.65,-0.6135849489453622,-0.6135849489453622,-0.15265883887945195,-0.010410949619116502
2.7,-0.6837301482136061,-0.6837301482136061,-0.1579600397500421,-0.022468804442701117
2.75,-0.5941809452262822,-0.5941809452262822,-0.18072444191848294,-0.031785721679166296
2.8,-0.6234815549058057,-0.6234815549058057,-0.18753095255913432,-0.03286795818063787
2.85,-0.6021177434119679,-0.6021177434119679,-0.19844654733490605,-0.02754535150548119
2.9,-0.6455730731274903,-0.6455730731274903,-0.19965212428223497,-0.015431627110287158
2.95,-0.7644114837848194,-0.7644114837848194,-0.18999583957226407,0.0011600050318833503
3.0,-0.7687049783614395,-0.7687049783614395,-0.19234001529278338,0.016462895079048787
3.05,-0.8264810695077209,-0.8264810695077209,-0.18679373911128722,0.029317289848498643
3.1,-0.8574204698785971,-0.8574204698785971,-0.18306881147614168,0.035953239539665297
3.15,-0.8983766073114066,-0.8983766073114066,-0.17693021995983355,0.03548212348883413
3.2,-0.958177974995623,-0.958177974995623,-0.16751320277106588,0.02830582511450223
3.25,-0.8247593626927308,-0.8247593626927308,-0.18019138449500616,0.01347250578769872
3.3,-0.7776808573191529,-0.7776808573191529,-0.1814966802073561,-0.0024308339132796467
3.35,-0.6240991161162045,-0.6240991161162045,-0.19421253057567828,-0.018675748341290474
3.4,-0.49954047559768994,-0.49954047559768994,-0.2019111951140392,-0.030508427810899876
3.45,-0.5303033196673285,-0.5303033196673285,-0.1893848933240246,-0.034182587135638515
3.5,-0.40675361152843303,-0.40675361152843303,-0.1935932654027968,-0.032969694827156684
3.55,-0.38109464831104795,-0.38109464831104795,-0.18447334829790787,-0.024093927390889416
3.6,-0.36374093597730367,-0.36374093597730367,-0.17277899443127048,-0.01051075339391235
3.65,-0.39685712126591716,-0.39685712126591716,-0.15370105991596053,0.005637295620017727
3.7,-0.44445472073683523,-0.44445472073683523,-0.13185955065688665,0.0207851627811539
3.75,-0.4128969348408448,-0.4128969348408448,-0.11875227461530256,0.03083190451516498
3.8,-0.3347955304533393,-0.3347955304533393,-0.11066583011042704,0.03417167261454193
3.85,-0.32417378484120407,-0.32417378484120407,-0.09409615608710391,0.03152629033260882
3.9,-0.20021267840049028,-0.20021267840049028,-0.09068789876685977,0.021211321029729023
3.95,-0.08973019497317145,-0.08973019497317145,-0.08529147390589858,0.006995277132978804
4.0,0.018887447986711527,0.018887447986711527,-0.07920958567651083,-0.008242687178843387
4.05,-0.028575088677638888,-0.028575088677638888,-0.05412694747714012,-0.01930444649343238
4.1,0.20143180933824628,0.20143180933824628,-0.06186026960924722,-0.029295359964583274
4.15,0.36519058618891553,0.36519058618891553,-0.06126747726076369,-0.03213802560307278
4.2,0.3459354612334675,0.3459354612334675,-0.038307090334413325,-0.026162654515393596
4.25,0.5018455365991992,0.5018455365991992,-0.035791016935347045,-0.01738325458021148
4.3,0.3908414949187612,0.3908414949187612,-0.0011806699299505058,-0.002340006651334643
4.35,0.41678619204984946,0.41678619204984946,0.017006248436792284,0.010787425060724443
4.4,0.3610489597125238,0.3610489597125238,0.04443567943596897,0.022180376450403713
4.45,0.3607682044519579,0.3607682044519579,0.06439111288383781,0.028068044885586202
4.5,0.443621458345339,0.443621458345339,0.07332658175426278,0.02714594626931912
4.55,0.5641287169672969,0.5641287169672969,0.07665881073197564,0.020225052841394232
4.6,0.5447152216157815,0.5447152216157815,0.09559012601095562,0.010883320405735074
4.65,0.566785198787152,0.566785198787152,0.10836024844350073,-0.0012493347121322058
4.7,0.8745799602382067,0.8745799602382067,0.08591569403837222,-0.016826349498312257
4.75,0.8910623920171916,0.8910623920171916,0.09741730560176338,-0.025627415716115272
4.8,0.9244968805096695,0.9244968805096695,0.10622925527057499,-0.02971791259946899
4.85,0.910831505937094,0.910831505937094,0.11987166905904705,-0.02734717908967892
4.9,0.8731650367146977,0.8731650367146977,0.13540205300511246,-0.01913699106651871
4.95,0.835590747863053,0.835590747863053,0.14970263523702787,-0.006947148006108338
5.0,0.7537911706492896,0.7537911706492896,0.16778796098537752,0.007266246679448404
5.05,0.7210975113082485,0.7210975113082485,0.17826223309966255,0.01923196109217021
5.1,0.6654064534277768,0.6654064534277768,0.18952279524571644,0.0270776922682767
5.15,0.5895682745669343,0.5895682745669343,0.20105365087032637,0.02889931316426228
5.2,0.590249367495339,0.590249367495339,0.20120071623986113,0.023039434104061937
5.25,0.6766269880723333,0.6766269880723333,0.18896108562805036,0.0106666661517847
5.3,0.6377470108695222,0.6377470108695222,0.18971657403153772,-0.0028038376334942874
5.35,0.7203190091489083,0.7203190091489083,0.17426286703909158,-0.017356836168940407
5.4,0.7110983209894137,0.7110983209894137,0.16828805081759723,-0.027152969606511583
5.45,0.7332373292550525,0.7332373292550525,0.15735316692146845,-0.031700168446712626
5.5,0.7595077027159862,0.7595077027159862,0.14493963489643588,-0.029794056771023907
5.55,0.7409593227419058,0.7409593227419058,0.1371215909548121,-0.021288412227344195
5.6,0.5161838969694437,0.5161838969694437,0.15315138619063703,-0.005861506958424967
5.65,0.3385634310994821,0.3385634310994821,0.16249255665673923,0.010357547239958251
5.7,0.3745144531694628,0.3745144531694628,0.1450865068532862,0.02204870256927268
5.75,0.21195416823882618,0.21195416823882618,0.15011591425908777,0.03184015509515092
5.8,0.16197674978093793,0.16197674978093793,0.1404880775599547,0.03373221981220653
5.85,0.06291148459442089,0.06291148459442089,0.13548604086867835,0.02932602344021068
5.9,0.08648696025521448,0.08648696025521448,0.11475959926047592,0.017414335048974133
5.95,0.007908611029140353,0.007908611029140353,0.10532925263683951,0.0032677472692435486
6.0,0.016097550115629487,0.016097550115629487,0.08488537030779901,-0.012600443458186785
6.05,-0.01036788892025729,-0.01036788892025729,0.06815229176824911,-0.025474544761641415
6.1,-0.04191769332454958,-0.04191769332454958,0.05185076488281261,-0.03309582620531987
6.15,-0.0734760607361988,-0.0734760607361988,0.03558028743894175,-0.033988468688795466
6.2,-0.19567200518687022,-0.19567200518687022,0.0302728196294135,-0.026948766100961568
6.25,-0.2474433269973002,-0.2474433269973002,0.016755482376008563,-0.015619522195137014
6.3,-0.28453468165749507,-0.28453468165749507,0.0017662917026615385,-0.0018802973845495593
6.35,-0.4527457565526841,-0.4527457565526841,0.0027587627409026844,0.013116196639180637
6.4,-0.49667698464880516,-0.49667698464880516,-0.01075855245501984,0.023194335295814272
6.45,-0.6908797260979413,-0.6908797260979413,-0.006108387287296628,0.0300277388516884
6.5,-0.6847866956113849,-0.6847866956113849,-0.025142590619629427,0.028294031300108484
6.55,-0.7520466411326886,-0.7520466411326886,-0.03513525689792795,0.022187357943658927
6.6,-0.7842353077941746,-0.7842353077941746,-0.048862967381717096,0.011952271845139199
6.65,-0.787091728229596,-0.787091728229596,-0.06548529721071006,-4.649244242628708e-05
6.7,-0.6246465958890368,-0.6246465958890368,-0.10086913725942462,-0.013150428488478156
6.75,-0.6922929804637847,-0.6922929804637847,-0.10743713110294834,-0.020056527873474367
6.8,-0.6092313683595041,-0.6092313683595041,-0.13032725177705815,-0.024382997703659596
6.85,-0.6405627383739093,-0.6405627383739093,-0.13772527267284396,-0.02207797610197019
6.9,-0.6739669551148698,-0.6739669551148698,-0.1429252323860866,-0.014959561252463009
6.95,-0.7784859905188853,-0.7784859905188853,-0.13777911489968878,-0.003457625261107957
7.0,-0.8177061570979646,-0.8177061570979646,-0.13872856938381467,0.00845806465447373
7.05,-0.915850798279437,-0.915850798279437,-0.1311555872107436,0.019864895952216636
7.1,-0.9593145836159869,-0.9593145836159869,-0.1288224650769008,0.026919229547207525
7.15,-0.9561125408001517,-0.9561125408001517,-0.1309254635754698,0.02811247878084246
7.2,-0.96873535957833,-0.96873535957833,-0.13007139878147525,0.02375722795812057
7.25,-0.8403746636350063,-0.8403746636350063,-0.14490749331789718,0.012574921193431997
7.3,-0.760737177196901,-0.760737177196901,-0.15260033577189622,-0.0009345011967127237
7.35,-0.6439694364104909,-0.6439694364104909,-0.16313710325771696,-0.015090339226261972
7.4,-0.6090289439803133,-0.6090289439803133,-0.1621591143073346,-0.025348577684151767
7.45,-0.42865331231219167,-0.42865331231219167,-0.17661314179211968,-0.032207513737907846
7.5,-0.3979278763882181,-0.3979278763882181,-0.17114128077139526,-0.030396111388205627
7.55,-0.39984126311329593,-0.39984126311329593,-0.1597173644455543,-0.02161302223158888
7.6,-0.31998398652053817,-0.31998398652053817,-0.15614699211216093,-0.00904690496872485
7.65,-0.4252709211335055,-0.4252709211335055,-0.1288340678231395,0.008025662076789257
7.7,-0.41782459197877214,-0.41782459197877214,-0.11369878284364364,0.022391531388183183
7.75,-0.3158068728190735,-0.3158068728190735,-0.1088715740528474,0.031279975769600524
7.8,-0.4656849707466959,-0.4656849707466959,-0.07329502390177034,0.03714053382543238
7.85,-0.3160648369295903,-0.3160648369295903,-0.07307495356244707,0.03192927578310667
7.9,-0.21730223149573355,-0.21730223149573355,-0.06653812092086984,0.02105251283914179
7.95,-0.10214050915254363,-0.10214050915254363,-0.06163725035897108,0.005799877926358969
8.0,0.01851830600361182,0.01851830600361182,-0.057022582600122246,-0.010662841134453213
8.05,0.04560296817447178,0.04560296817447178,-0.04089639282409424,-0.023775291096823165
8.1,0.25286499446962557,0.25286499446962557,-0.04593197328957436,-0.034306323398837386
8.15,0.3489741826009576,0.3489741826009576,-0.0372933880928869,-0.03659983190179757
8.2,0.3850088392229996,0.3850088392229996,-0.02106419484133705,-0.03096227639444172
8.25,0.3489893451041807,0.3489893451041807,0.003943601681413508,-0.018454848401192152
8.3,0.35677559746841403,0.35677559746841403,0.023551875615769675,-0.0031141129645210035
8.35,0.316423963393755,0.316423963393755,0.048356749991494724,0.013023528413211095
8.4,0.36163947944622454,0.36163947944622454,0.062099675442629114,0.024941169501838476
8.45,0.31621908004677357,0.31621908004677357,0.08553526570032403,0.03238720291737182
8.5,0.45341383773811667,0.45341383773811667,0.0859210452511273,0.030470397887246727
8.55,0.5026672760013893,0.5026672760013893,0.0955430320232518,0.02304459903969843
8.6,0.5863566446267079,0.5863566446267079,0.09988111532168385,0.010303254060569348
8.65,0.5921865545669427,0.5921865545669427,0.11233134867198126,-0.00341729028469622
8.7,0.7315554673550649,0.7315554673550649,0.10770860044138779,-0.017646439793297875
8.75,0.83506164703541,0.83506164703541,0.10637469581534462,-0.02726231910806639
8.8,0.9433612903463244,0.9433612903463244,0.10370477233235119,-0.03090725393839526
8.85,1.0288811747139417,1.0288811747139417,0.10317615669959934,-0.027702772513773993
8.9,0.869657866299383,0.869657866299383,0.13121886811222958,-0.01571741140761443
8.95,0.8849341221575838,0.8849341221575838,0.1375322198193207,-0.002730104638079201
9.0,0.9022811510600844,0.9022811510600844,0.14248178327383054,0.010603615947451878
9.05,0.6777279644933215,0.6777279644933215,0.17493855357776664,0.024491376002276737
9.1,0.6749929534285791,0.6749929534285791,0.17919565453090402,0.030344539246194166
9.15,0.6240234075073051,0.6240234075073051,0.18721040267990446,0.030334920441492573
9.2,0.6153399004829714,0.6153399004829714,0.18811577971083632,0.023255266265507873
9.25,0.5961573931786786,0.5961573931786786,0.1881875580860759,0.01113614009961898
9.3,0.6583394690290462,0.6583394690290462,0.17656560300303964,-0.00476993178792932
9.35,0.6624867949718396,0.6624867949718396,0.1700724854079321,-0.019595642545702334
9.4,0.6835414237948304,0.6835414237948304,0.15997919723015072,-0.031396749554766006
9.45,0.7267143418787603,0.7267143418787603,0.14589052661538782,-0.037949246629636425
9.5,0.7133936113983819,0.7133936113983819,0.13742881659283887,-0.03693676294371239
9.55,0.5991349612817245,0.5991349612817245,0.14000193637337302,-0.02782605613694091
9.6,0.5494151307427367,0.5494151307427367,0.13384652649281775,-0.014272445828202546
9.65,0.4604227419355306,0.4604227419355306,0.13132797438664626,0.0024453061915600044
9.7,0.30294004966889887,0.30294004966889887,0.13587282963526753,0.019406906767677288
9.75,0.24598836618799352,0.24598836618799352,0.12722779072106596,0.031148250633392126
9.8,0.14466545557672217,0.14466545557672217,0.12266851487764001,0.03718333245865712
9.85,0.010570127148319161,0.010570127148319161,0.12080651327135694,0.03635092978688955
9.9,0.05682106002729461,0.05682106002729461,0.09629211087109883,0.026469703200358
9.95,0.0917994418756832,0.0917994418756832,0.0723105095149529,0.012162804098641044
10.0,-0.012025608518957613,-0.012025608518957613,0.06442016007460186,-0.0019598084362187486
10.05,-0.006149203203671301,-0.006149203203671301,0.04318019813592083,-0.01612475719894269
10.1,-0.0293688475157263,-0.0293688475157263,0.025364823960022116,-0.025879969934952587
10.15,-0.09286222856467606,-0.09286222856467606,0.012524026117619286,-0.029349279605281116
10.2,-0.0785254039071811,-0.0785254039071811,-0.009247360199430042,-0.027589262967780866
10.25,-0.20779292769724442,-0.20779292769724442,-0.013394744538606156,-0.018535643615324587
10.3,-0.33717105941586395,-0.33717105941586395,-0.01705866663958687,-0.006115419454037673
10.35,-0.41718390910268405,-0.41718390910268405,-0.026247153518158414,0.006328406943719793
10.4,-0.6651325398220751,-0.6651325398220751,-0.015209051519225232,0.018895215492838215
10.45,-0.641588972536965,-0.641588972536965,-0.03651464899697767,0.023542202483549962
10.5,-0.7253024008085461,-0.7253024008085461,-0.0449390765656241,0.024048702952457902
10.55,-0.720550868644104,-0.720550868644104,-0.06364392169735758,0.017952325519902917
10.6,-0.6880322186241129,-0.6880322186241129,-0.08514028509526662,0.0074313382848901965
10.65,-0.7511479292100895,-0.7511479292100895,-0.09443873488768907,-0.003570742884560274
10.7,-0.7135737230923965,-0.7135737230923965,-0.11475322802050351,-0.014939265603572447
10.75,-0.6513625317713739,-0.6513625317713739,-0.13673654171205604,-0.023163574661009993
10.8,-0.6136215594176523,-0.6136215594176523,-0.15418233914882595,-0.025816606441027023
10.85,-0.5857387108887938,-0.5857387108887938,-0.16854554782272352,-0.022450732645601695
10.9,-0.6850615974213015,-0.6850615974213015,-0.16572149800877956,-0.01220937943299363
10.95,-0.7548375951646676,-0.7548375951646676,-0.16451907705351157,0.0009482455536585379
11.0,-0.7906914382386397,-0.7906914382386397,-0.1656324323125812,0.014316045063150398
11.05,-0.8556580650532561,-0.8556580650532561,-0.1616837259039709,0.025906315045857817
11.1,-0.894888003166082,-0.894888003166082,-0.159372101207949,0.03258439227848931
11.15,-0.9826305143459406,-0.9826305143459406,-0.15004218759671856,0.03382026322154462
11.2,-0.853161573145566,-0.853161573145566,-0.16547838953411256,0.02589786417084808
11.25,-0.8863594556595288,-0.8863594556595288,-0.16031250197789673,0.014997346443529182
11.3,-0.7475510990829021,-0.7475510990829021,-0.17435917076532845,-0.0009175995996999021
11.35,-0.7007838313858046,-0.7007838313858046,-0.17598785953468654,-0.01535307488488608
11.4,-0.6523382904368017,-0.6523382904368017,-0.17626782637346228,-0.02661100665633341
11.45,-0.44994440175466494,-0.44994440175466494,-0.1932247629959934,-0.034466636659159604
11.5,-0.3354328350604567,-0.3354328350604567,-0.1977338714881014,-0.034568694599521534
11.55,-0.3386297435087117,-0.3386297435087117,-0.1860992052322548,-0.02665953141780048
11.6,-0.31199286053955294,-0.31199286053955294,-0.1760490496625634,-0.014087753431234987
11.65,-0.32542629771296977,-0.32542629771296977,-0.15948595189285505,0.0016822656958553886
11.7,-0.43323129833239044,-0.43323129833239044,-0.13030911654965738,0.018378395059344323
11.75,-0.4791951885750346,-0.4791951885750346,-0.10766872242754458,0.03086633941781256
11.8,-0.4012940375655294,-0.4012940375655294,-0.099358646989766,0.03586016381134933
11.85,-0.28545275530845843,-0.28545275530845843,-0.09524255072465262,0.033273902258168245
11.9,-0.24191816482730608,-0.24191816482730608,-0.08218051518410367,0.024881628071318055
11.95,-0.12054688008569972,-0.12054688008569972,-0.07811313861667821,0.01050080738135759
12.0,0.011466455891971294,0.011466455891971294,-0.07499195045797116,-0.006094636412196144
12.05,0.11186686209438917,0.11186686209438917,-0.06769516907352685,-0.021009885787762046
12.1,0.23874373008090402,0.23874373008090402,-0.06309966880289707,-0.0319255113200144
12.15,0.3607934770147621,0.3607934770147621,-0.057419336281857164,-0.036196914933125754
12.2,0.40567331078628077,0.40567331078628077,-0.04203123573957463,-0.032003435125398175
12.25,0.41221932049802734,0.41221932049802734,-0.02173482082344665,-0.020659059143870194
12.3,0.4112362179305757,0.4112362179305757,-0.0004985001110198406,-0.004939628724638167
12.35,0.4247634169999955,0.4247634169999955,0.018735963702239414,0.011476106964194467
12.4,0.3069740931593377,0.3069740931593377,0.05297341233411075,0.026864407674156883
12.45,0.3429149582661722,0.3429149582661722,0.06778393405238642,0.03441536218705814
12.5,0.41629678634710077,0.41629678634710077,0.07680378036643822,0.03395580577954315
12.55,0.5055934468044079,0.5055934468044079,0.08259934685464763,0.02585326041499714
12.6,0.5783500052435784,0.5783500052435784,0.08910655931406745,0.01234973364174171
12.65,0.6367081615948187,0.6367081615948187,0.09612636956240127,-0.003526204561802729
12.7,0.7439347541120567,0.7439347541120567,0.09618605397221959,-0.0190872024102483
12.75,0.8978425835674433,0.8978425835674433,0.08973485773851493,-0.03112332330248301
12.8,0.9810282640002262,0.9810282640002262,0.09102518100410747,-0.03588538487630085
12.85,0.9590707809877522,0.9590707809877522,0.10425030420305344,-0.03210102242250457
12.9,0.8989864471620398,0.8989864471620398,0.12125009073311013,-0.02136926394725503
12.95,0.8224281163308584,0.8224281163308584,0.13912837520054314,-0.006088785006942227
13.0,0.8001185388937534,0.8001185388937534,0.14915282302241156,0.009724051539236996
13.05,0.7737967025505503,0.7737967025505503,0.15808247009852872,0.023389410805335832
13.1,0.6742806512007075,0.6742806512007075,0.17399510503254642,0.032710389991205235
13.15,0.637243621009467,0.637243621009467,0.1805020791834738,0.03390045263038284
13.2,0.700072086069527,0.700072086069527,0.17309257642658785,0.026209097127310566
13.25,0.6070826313135703,0.6070826313135703,0.182321172586669,0.01454760599470659
13.3,0.6535097322924516,0.6535097322924516,0.17301066683328803,-0.0020818930270687106
13.35,0.7694467904133836,0.7694467904133836,0.15370874465098083,-0.01918826342151423
13.4,0.7053757268731234,0.7053757268731234,0.1544810229893403,-0.030094405344402907
13.45,0.7586776217351248,0.7586776217351248,0.1400451804053728,-0.03630630091098712
13.5,0.7547984623708781,0.7547984623708781,0.13140792624310763,-0.03452646325161743
13.55,0.5347904005814953,0.5347904005814953,0.1475530255576687,-0.023277317437712008
13.6,0.4047461233359269,0.4047461233359269,0.151697998778083,-0.008709988486223192
13.65,0.4588879775884962,0.4588879775884962,0.13247814143527092,0.004922022285482808
13.7,0.31660640108082205,0.31660640108082205,0.13540327397960797,0.01941632418298041
13.75,0.17715726247947428,0.17715726247947428,0.13669497255077262,0.0293107118864554
13.8,0.16782149718941886,0.16782149718941886,0.12113439597256674,0.031118658197940338
13.85,0.07964657147901025,0.07964657147901025,0.11377080874525784,0.02730069066582516
13.9,-0.028000337852659533,-0.028000337852659533,0.1076287920410258,0.018294089507232287
13.95,0.044060947638629444,0.044060947638629444,0.07911740469040719,0.003857978244606509
14.0,0.12643932836582114,0.12643932836582114,0.048888138852184224,-0.010792982649556315
14.05,0.02144445348148914,0.02144445348148914,0.04096840262992559,-0.02021559232389932
14.1,0.08003579741882463,0.08003579741882463,0.013774357303375577,-0.026896560431009874
14.15,-0.0059157975329207635,-0.0059157975329207635,0.004295086091704788,-0.025687274494041804
14.2,-0.07661044244710162,-0.07661044244710162,-0.006389255794057375,-0.01890548014027548
14.25,-0.3171070256030153,-0.3171070256030153,0.003680287431081934,-0.005729014389360199
14.3,-0.3622510197839157,-0.3622510197839157,-0.009262051471829957,0.006397084741750469
14.35,-0.4536411580454347,-0.4536411580454347,-0.016481320879426224,0.017688421620242138
14.4,-0.5141088459553492,-0.5141088459553492,-0.027143525236592955,0.024577169979935275
14.45,-0.7218934331545284,-0.7218934331545284,-0.020065043849630204,0.02777534258306041
14.5,-0.7485747889770241,-0.7485747889770241,-0.034549681609833016,0.022597305194946668
14.55,-0.8537983119201769,-0.8537983119201769,-0.03966132073547218,0.013444224158287551
14.6,-0.7945401312240635,-0.7945401312240635,-0.06425384660975919,-0.0007984296932776766
14.65,-0.6870016877717599,-0.6870016877717599,-0.09410332844717875,-0.015855691859799736
14.7,-0.6357100422255165,-0.6357100422255165,-0.11622522318778762,-0.027456872071251037
14.75,-0.6137537414189858,-0.6137537414189858,-0.13341248648093287,-0.03350528556740052
14.8,-0.6461856481864887,-0.6461856481864887,-0.1424320197040123,-0.03218305920382271
14.85,-0.5965478509805786,-0.5965478509805786,-0.15938840986021222,-0.025104944491286276
14.9,-0.7019383826615996,-0.7019383826615996,-0.15590590680906988,-0.010465743153197314
14.95,-0.7288187100394304,-0.7288187100394304,-0.159884463009848,0.0060072153229353215
15.0,-0.7626427305352068,-0.7626427305352068,-0.1612176181285293,0.022108588218230786
15.05,-0.7764615917082391,-0.7764615917082391,-0.1631631405932845,0.03431426496131181
15.1,-0.9630648396417258,-0.9630648396417258,-0.142918715057855,0.04273081605052455
15.15,-0.9102108233578143,-0.9102108233578143,-0.14992959951764606,0.04069966948577084
15.2,-0.8822107464107023,-0.8822107464107023,-0.15275286825122453,0.031936085561783456
15.25,-0.8643096394267239,-0.8643096394267239,-0.15310100514306038,0.01782939720566855
15.3,-0.6906316676246551,-0.6906316676246551,-0.17064580847242133,-0.0011677911910734468
15.35,-0.6576281214201621,-0.6576281214201621,-0.1698274264199826,-0.01786643152684024
15.4,-0.5485429239194748,-0.5485429239194748,-0.17636259710127372,-0.03184015298016474
15.45,-0.4642223225495362,-0.4642223225495362,-0.17813713953084595,-0.03917951786925582
15.5,-0.4624886035863377,-0.4624886035863377,-0.16824203529403342,-0.037815132268296255
15.55,-0.45458951644058254,-0.45458951644058254,-0.15742100654578126,-0.029261936144015066
15.6,-0.3204375766695491,-0.3204375766695491,-0.16012199949613604,-0.017019849743058865
15.65,-0.3616392242716852,-0.3616392242716852,-0.14044694320025117,-0.00013209542883458057
15.7,-0.4244928591648002,-0.4244928591648002,-0.11700712110894453,0.01599504845171403
15.75,-0.40478841495681017,-0.40478841495681017,-0.10263013688429111,0.027050052315213426
15.8,-0.3663169021754297,-0.3663169021754297,-0.08997394879538072,0.03196998684210992
15.85,-0.2507004351974886,-0.2507004351974886,-0.08609920459530147,0.029368524495109037
15.9,-0.2488426225561911,-0.2488426225561911,-0.0682925071891361,0.022419817384047552
15.95,-0.12445992254327581,-0.12445992254327581,-0.06481478342402289,0.009808278606703046
16.0,0.0036442917101763444,0.0036442917101763444,-0.061484090200315394,-0.004253212695881078
16.05,0.08859657546938138,0.08859657546938138,-0.05263848066430639,-0.016186573565850005
16.1,0.19887128468329524,0.19887128468329524,-0.046430150986909016,-0.02434499081581045
16.15,0.2713793638520746,0.2713793638520746,-0.03535428104987318,-0.02636371385724348
16.2,0.34507818222344616,0.34507818222344616,-0.024118292014387577,-0.022561274828900142
16.25,0.46955976304300184,0.46955976304300184,-0.01868327510262606,-0.014692508676019797
16.3,0.35306094096106627,0.35306094096106627,0.015587844776544183,-0.001032432129953275
16.35,0.39376854865957694,0.39376854865957694,0.030838435572152025,0.010568158659766434
16.4,0.3767172717804705,0.3767172717804705,0.05236080503505357,0.020462723593067646
16.45,0.4536376736086268,0.4536376736086268,0.061853666059071326,0.024784278178524053
16.5,0.4395131909868646,0.4395131909868646,0.0812286866351081,0.02497612098799552
16.55,0.45405215824760353,0.45405215824760353,0.0960290472514568,0.019537512397362657
16.6,0.5646266435574171,0.5646266435574171,0.09810736499454849,0.008758258619738803
16.65,0.625853931919381,0.625853931919381,0.10484442668414808,-0.0033727251869939833
16.7,0.7717180452395376,0.7717180452395376,0.10038734109656006,-0.016087789603698506
16.75,0.7659265556005426,0.7659265556005426,0.11302476422879655,-0.023873125915215416
16.8,0.8967492716749981,0.8967492716749981,0.10843522458835048,-0.02877336291944742
16.85,0.889361032777222,0.889361032777222,0.11944703466031732,-0.026454145884955555
16.9,0.9060978912455492,0.9060978912455492,0.12667676389729787,-0.01951224402716084
